Sequences,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1989|Avian|A/red_knot/NJ/325/1989|USA|H7N7),2.01646,2.00747,1941.97,4.04857,1.54861,2.49995,0.0927252,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1991|Avian|A/duck/Alaska/658/1991|USA|H10N7),1.98809,1.98119,1895.5,5.38065,2.441,2.93965,-0.518259,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1991|Avian|A/turkey/VA/31409/1991|USA|H10N7),2.00767,1.99771,1928.04,3.46343,1.04713,2.41631,-0.465675,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1993|Avian|A/pintail/Alberta/129/1993|Canada|H10N7),1.99601,1.9858,1903.4,4.44008,1.28883,3.15125,0.0080137,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1995|Avian|A/quail/NJ/25254-22/1995|USA|H10N7),2.02228,2.01185,1886.01,5.66027,3.81883,1.84144,-0.270281,1359
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1996|Avian|A/emu/California/2092/1996|USA|H10N7),2.00866,2.00085,1930.28,7.40798,1.63684,5.77115,1.13195,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1996|Avian|A/mallard/ALB/196/1996|Canada|H10N7),2.02716,2.01772,1959.45,4.05772,1.12967,2.92805,0.800382,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1996|Avian|A/shorebird/Delaware_Bay/31/1996|USA|H9N7),2.01246,2.00733,1943.21,5.19432,2.80381,2.39052,-0.137306,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1997|Avian|A/duck/Shimane/45/1997|Japan|H10N7),2.36434,2.35595,2676.77,9.1075,3.17305,5.93445,0.314718,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1999|Avian|A/chicken/California/755/1999|USA|H10N7),2.02982,2.01474,1864.19,6.21371,2.20756,4.00614,1.0269,1347
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1999|Avian|A/duck/Taiwan/4201/99|Taiwan|H7N7),2.34042,2.33382,2632.67,8.66275,4.88369,3.77906,0.0726278,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1999|Avian|A/mallard/Minnesota/17/1999|USA|H7N7),2.01909,2.01165,1945.36,5.06886,1.75883,3.31003,0.837049,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1999|Avian|A/quail/California/1022/1999|USA|H10N7),2.03299,2.01715,1867.83,6.32608,1.80919,4.51689,1.11369,1347
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1999|Avian|A/shorebird/Delaware_Bay/267/1999|USA|mixedN7),2.32983,2.31862,2599.6,6.22152,1.13042,5.0911,0.48066,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2000|Avian|A/blue-winged_teal/Texas/108/2000|USA|H10N7),2.03978,2.02993,1979.54,4.97383,0.743787,4.23005,0.585128,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2000|Avian|A/mallard/Alberta/127/2000|Canada|mixedN7),2.02758,2.02004,1962.77,5.27307,1.49342,3.77965,0.859996,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2000|Avian|A/mallard/Netherlands/02/2000|Netherlands|H10N7),2.37122,2.35787,2678.95,7.3457,0.937931,6.40776,0.3054,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2000|Avian|A/northern_shoveler/TX/56/2000|USA|H10N7),2.03978,2.02993,1979.54,4.97383,0.743787,4.23005,0.585128,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2000|Avian|A/pintail/Alberta/202/2000|Canada|H10N7),2.01665,2.0105,1946.17,6.4983,2.07892,4.41938,0.748393,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2001|Avian|A/mallard/Maryland/161/2001|USA|H10N7),2.0239,2.0158,1955.54,4.47501,1.23447,3.24054,0.497293,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2001|Avian|A/ruddy_turnstone/Delaware/1057/2001|USA|H10N7),2.02182,2.01335,1950.94,4.44491,1.05977,3.38513,0.496704,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2002|Avian|A/duck/Mongolia/583/02|Mongolia|H4N7),2.34202,2.33217,2626.01,5.90833,3.28233,2.626,0.277002,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2002|Avian|A/mallard/Sweden/110/2002|Sweden|H11N7),2.33252,2.32354,2609.02,7.43291,3.77911,3.6538,0.126079,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2003|Avian|A/chicken/Germany/R28/03|Germany|H7N7),2.35413,2.3444,2649.49,6.21851,2.58457,3.63395,0.0579777,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2003|Avian|A/chicken/Netherlands/1/03|Netherlands|H7N7),2.35317,2.34364,2648.57,6.46525,2.75223,3.71302,0.0558819,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2003|Avian|A/mallard/Alberta/209/2003|Canada|H10N7),2.03477,2.02723,1974.51,5.4679,1.53044,3.93746,0.6452,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2003|Avian|A/mallard/Denmark/64650/03|Denmark|H5N7),2.35391,2.34274,2646.09,6.91318,1.89108,5.0221,1.05312,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2003|Avian|A/mallard/Maryland/210/2003|USA|H10N7),2.03051,2.02332,1969.08,5.02027,1.47682,3.54346,0.377944,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2003|Avian|A/mallard/Sweden/S90735/2003|Sweden|H7N7),2.33965,2.33031,2622.23,4.10833,2.56282,1.54552,-0.0307432,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2004|Avian|A/mallard/Sweden/7206/2004|Sweden|H7N7),2.37446,2.36487,2694.12,7.98957,4.02671,3.96286,0.299055,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2004|Avian|A/ruddy_turnstone/NJ/238/2004|USA|H10N7),2.04475,2.03358,1985.45,5.43424,0.351845,5.08239,0.693377,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2004|Avian|A/sanderling/New_Jersey/279/2004|USA|H10N7),2.04478,2.03619,1989.93,4.16799,1.20789,2.96009,0.700366,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2005|Avian|A/Anas_crecca/Germany/Wv177/05|Germany|H7N7),2.3665,2.35881,2679.75,7.58055,4.94077,2.63978,0.00168374,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2005|Avian|A/mallard/Netherlands/9/2005|Netherlands|H7N7),2.35113,2.34028,2640.42,5.93437,3.38795,2.54642,0.721292,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2005|Avian|A/mallard/Sweden/S90597/2005|Sweden|H7N7),2.37524,2.36765,2699.61,8.18053,5.20572,2.97481,-0.144441,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2006|Avian|A/duck/Shimane/18/2006|Japan|H7N7),2.3325,2.32143,2603.72,6.36734,1.2921,5.07524,0.362376,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2006|Avian|A/mallard/Bavaria/3/2006|Germany|H10N7),2.33641,2.32778,2612.91,3.8521,2.25595,1.59615,0.355632,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2006|Avian|A/mallard/California/K752/2006|USA|H10N7),2.04592,2.03556,1988.3,6.18463,0.449837,5.73479,0.980927,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2006|Avian|A/mallard/Interior_Alaska/6MP0747/2006|USA|mixedN7),2.07068,2.05945,2027.67,3.19376,0.3392,2.85456,0.241555,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2006|Avian|A/mallard/PT/14683/2006|Portugal|H6N7),2.36209,2.35171,2664.22,5.84874,2.06445,3.78429,0.216024,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2006|Avian|A/mute_swan/Netherlands/1/2006|Netherlands|H10N7),2.3583,2.34917,2663.78,6.01818,2.87019,3.14799,0.62358,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2006|Avian|A/ring-necked_duck/Michigan/588/2006|USA|mixedN7),2.05071,2.03992,2001.01,7.7637,0.421641,7.34206,0.877847,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2006|Avian|A/whooper_swan/Norway/10_438/2006|Norway|H7N7),2.35469,2.34498,2652.54,8.90241,5.07605,3.82636,1.30616,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2007|Avian|A/duck/Tsukuba/664/2007|Japan|H7N7),2.35312,2.34367,2648.34,8.56512,2.96036,5.60476,-0.0395311,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2007|Avian|A/duck/Shiga/B149/2007|Japan|H7N7),2.33135,2.3217,2604.46,7.03405,2.30165,4.7324,0.305026,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2007|Avian|A/mallard/Alberta/284/2007|Canada|mixedN7),2.03147,2.01956,1959.8,5.72657,0.459895,5.26668,0.852829,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2007|Avian|A/mallard/Alberta/8734/07|Canada|H7N7),2.06336,2.05127,2014.33,4.6709,0.362816,4.30808,0.485788,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2007|Avian|A/mallard/Minnesota/Sg-00046/2007|USA|MixedN7),2.03441,2.02308,1968.23,5.29475,0.360847,4.9339,0.961072,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2007|Avian|A/mute_swan/Hungary/5973/2007|Hungary|H7N7),2.29576,2.28524,2534.03,2.78521,1.17648,1.60873,0.462259,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2007|Avian|A/northern_shoveler/California/44287-162/2007|USA|H10N7),2.02879,2.02132,1965.76,7.99241,1.37005,6.62237,0.762517,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2007|Avian|A/northern_shoveler/California/HKWF96/2007|USA|H10N7),2.0341,2.02202,1962.11,4.38092,0.263036,4.11789,-0.653453,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2008|Avian|A/duck/Chiba/13/2008|Japan|H7N7),2.36588,2.3559,2671.14,7.11677,2.54584,4.57093,0.604332,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2008|Avian|A/mallard/California/HKWF1971C/2008|USA|H7N7),2.04832,2.03839,1994.4,5.5225,0.690654,4.83184,0.937135,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2008|Avian|A/mallard/Illinois/08OS2711/2008|USA|H10N7),2.03407,2.02256,1969.69,6.03829,0.382777,5.65551,1.03349,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2008|Avian|A/northern_pintail/Aomori/1001/2008|Japan|H7N7),2.36895,2.35989,2680.19,8.1367,3.84778,4.28892,0.293797,1416
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2008|Avian|A/northern_shoveler/California/9710/2008|USA|H10N7),2.06062,2.0494,2012.44,5.89884,0.334927,5.56392,0.676632,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2008|Avian|A/Stellers_eider/Alaska/44422-239/2008|USA|H10N7),1.99808,1.99627,1811.66,3.16057,0.228128,2.93245,0.325973,1338
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2009|Avian|A/American_green-winged_teal/Illinois/2975/2009|USA|mixedN7),2.06534,2.05384,2020.99,7.43648,0.299432,7.13705,0.763486,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2009|Avian|A/green-winged_teal/California/00083/2009|USA|H10N7),2.05839,2.04723,2005.98,4.15095,0.542918,3.60804,0.292749,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2009|Avian|A/lesser_scaup/Illinois/4115/2009|USA|H10N7),2.04796,2.03681,1994.39,5.96488,0.39874,5.56614,1.23667,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2009|Avian|A/northern_shoveler/Mississippi/09OS643/2009|USA|H7N7),2.0576,2.04719,2010.18,6.98662,0.451157,6.53546,0.634531,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2009|Avian|A/swan/Slovenia/53/2009|Slovenia|H7N7),2.29863,2.28388,2523.06,4.00179,0.258742,3.74305,0.777563,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2010|Avian|A/mallard/California/1305/2010|USA|H10N7),2.01299,2.00105,1932.61,7.05193,0.343604,6.70832,1.29991,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2010|Avian|A/northern_shoveler/Mississippi/236/2010|USA|H10N7),2.03668,2.02108,1965.81,5.86672,0.483549,5.38317,0.608487,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2010|Avian|A/northern_shoveler/Mississippi/252/2010|USA|H10N7),2.05466,2.04418,2004.01,5.74746,0.39885,5.34861,0.809092,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;2011|Avian|A/swan/Czech_Republic/5416/2011|Czech_Republic|H7N7),2.28195,2.27066,2493.54,6.75192,1.27131,5.48061,0.394091,1413
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1956|Equine|A/equine/Prague/1/1956|Czech_Republic|H7N7),2.04455,2.05701,2081.47,33.3761,28.001,5.37513,-1.49334,1410
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1956|Equine|A/equine/Prague/2/1956|Czech_Republic|H7N7),2.04455,2.05701,2081.47,33.3761,28.001,5.37513,-1.49334,1410
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1966|Equine|A/equine/Lexington/1/1966|USA|H7N7),2.04554,2.05783,2082.89,33.2478,27.996,5.2518,-1.74383,1410
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1974|Equine|A/Cor/16/1974|USA|H7N7),2.03995,2.05286,2076.72,34.6135,29.1713,5.44223,-1.8713,1410
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1975|Equine|A/equine/Kentucky/1a/1975|USA|H7N7),2.04476,2.05846,2087.51,37.045,31.4727,5.57222,-1.87386,1410
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1976|Equine|A/equine/Sao_Paulo/4/1976|Brazil|H7N7),2.04476,2.05805,2086.26,37.5379,30.5757,6.96217,-2.00431,1410
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1976|Equine|A/equine/Uruguay/1063/1976|Uruguay|H7N7),2.0417,2.0548,2080.68,37.1298,30.1887,6.94111,-2.01694,1410
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1977|Equine|A/equine/Argentina/1/1977|Argentina|H7N7),2.04476,2.05822,2086.74,36.2036,31.0334,5.17016,-1.71358,1410
(1935|Avian|A/chicken/Brescia/1902|Italy|H7N7;1977|Equine|A/equine/Santiago/77|Chile|H7N7),2.03901,2.05154,2074.03,37.5947,29.2922,8.30252,-2.00466,1410
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1976|Avian|A/chicken/Victoria/1976|Australia|H7N7),2.60861,2.60201,3224.3,-nan,3.56147,-nan,-nan,1416
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1976|Avian|A/duck/Victoria/1976|Australia|H7N7),2.61532,2.60567,3189.86,-nan,4.63697,-nan,-nan,1397
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1977|Avian|A/pintail_duck/ALB/303/1977|Canada|H10N7),2.01355,2.01418,1949.99,5.15385,3.87721,1.27664,0.0167865,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1979|Avian|A/goose/Leipzig/187-7/1979|Germany|H7N7),2.65131,2.64024,3056.24,7.46429,0.256478,7.20781,0.961806,1308
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1979|Avian|A/mallard_duck/Minnesota/19/1979|USA|H10N7),2.02058,2.02085,1959.18,4.10801,2.61143,1.49658,0.128076,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1980|Avian|A/duck/Potsdam/15/1980|Germany|H7N7),2.63896,2.63949,3265.53,4.36566,0.159594,4.20606,0.50895,1398
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1984|Avian|A/redhead_duck/ALB/767/1984|Canada|H10N7),2.02409,2.02436,1969.52,5.95453,3.68766,2.26688,0.320199,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1985|Avian|A/chicken/Victoria/1985|Australia|H7N7),2.53098,2.52969,3056.32,-nan,0.674076,-nan,-nan,1416
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1985|Avian|A/starling/Victoria/1985|Australia|H7N7),2.53098,2.52969,3056.32,-nan,0.674076,-nan,-nan,1416
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1986|Avian|A/herring_gull/Delaware/471/1986|USA|H2N7),2.03079,2.03293,1981.45,4.33269,2.48007,1.85263,0.681144,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1986|Avian|A/laughing_gull/New_Jersey/798/1986|USA|H2N7),2.03496,2.03756,1988.95,3.38367,2.05641,1.32726,0.817462,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1987|Avian|A/ruddy_turnstone/DE/2764/1987|USA|H10N7),2.03175,2.03195,1979.96,7.04293,4.17245,2.87048,0.672276,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1988|Avian|A/green-winged_teal/LA/169GW/1988|USA|H10N7),2.02266,2.02341,1965.73,5.30422,3.28182,2.0224,0.568629,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1988|Avian|A/ruddy_turnstone/DE/2378/1988|USA|H7N7),2.04168,2.04356,2001.88,5.9191,3.03958,2.87952,0.828003,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1989|Avian|A/mallard/Ohio/122/1989|USA|H10N7),2.02472,2.02528,1970.35,6.7664,3.42724,3.33916,0.923938,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1989|Avian|A/red_knot/NJ/325/1989|USA|H7N7),2.01092,2.01082,1943.03,6.20784,4.13293,2.07491,0.681485,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1991|Avian|A/duck/Alaska/658/1991|USA|H10N7),1.99375,1.99552,1917.16,5.29706,3.32544,1.97163,0.455142,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1991|Avian|A/turkey/VA/31409/1991|USA|H10N7),2.02207,2.02086,1965.39,7.59947,4.54768,3.05178,0.191623,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1993|Avian|A/pintail/Alberta/129/1993|Canada|H10N7),2.0068,2.00532,1938.37,7.08763,4.99011,2.09752,0.682556,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1995|Avian|A/quail/NJ/25254-22/1995|USA|H10N7),2.0379,2.03632,1920.18,4.43543,2.89898,1.53645,0.682944,1359
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1996|Avian|A/emu/California/2092/1996|USA|H10N7),1.99119,1.99225,1914.69,9.59981,3.8311,5.76871,1.19043,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1996|Avian|A/mallard/ALB/196/1996|Canada|H10N7),2.01639,2.01571,1954.92,6.88601,3.72518,3.16083,0.854937,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1996|Avian|A/shorebird/Delaware_Bay/31/1996|USA|H9N7),2.03344,2.03696,1990.96,5.88096,2.2169,3.66406,1.17535,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1997|Avian|A/duck/Shimane/45/1997|Japan|H10N7),2.50534,2.50561,3001.26,5.38434,1.32558,4.05876,-0.942546,1416
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1999|Avian|A/chicken/California/755/1999|USA|H10N7),2.02229,2.0155,1864.58,6.65981,3.87119,2.78862,1.0309,1347
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1999|Avian|A/duck/Taiwan/4201/99|Taiwan|H7N7),2.48552,2.48762,2959.23,3.86082,0.347679,3.51314,-1.0334,1416
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1999|Avian|A/mallard/Minnesota/17/1999|USA|H7N7),2.01342,2.01459,1949.09,5.44694,2.51222,2.93472,0.578267,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1999|Avian|A/quail/California/1022/1999|USA|H10N7),2.01844,2.01094,1857.46,7.02317,3.67093,3.35224,1.15102,1347
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;1999|Avian|A/shorebird/Delaware_Bay/267/1999|USA|mixedN7),2.48102,2.478,2940.48,3.68568,2.73052,0.955162,-0.689676,1416
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2000|Avian|A/blue-winged_teal/Texas/108/2000|USA|H10N7),2.02438,2.02322,1969.02,10.0002,4.18404,5.81618,1.1243,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2000|Avian|A/mallard/Alberta/127/2000|Canada|mixedN7),2.0224,2.02342,1968.63,6.5887,2.5383,4.05039,0.727195,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2000|Avian|A/mallard/Netherlands/02/2000|Netherlands|H10N7),2.51333,2.50855,3011.22,9.5,4.003,5.497,-0.553291,1416
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2000|Avian|A/northern_shoveler/TX/56/2000|USA|H10N7),2.02438,2.02322,1969.02,10.0002,4.18404,5.81618,1.1243,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2000|Avian|A/pintail/Alberta/202/2000|Canada|H10N7),2.01147,2.01369,1951.02,6.56958,1.61215,4.95743,1.32449,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2001|Avian|A/mallard/Maryland/161/2001|USA|H10N7),2.01823,2.0187,1959.33,6.05461,2.25758,3.79703,0.903773,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2001|Avian|A/ruddy_turnstone/Delaware/1057/2001|USA|H10N7),2.01615,2.01623,1954.93,6.31751,2.40267,3.91484,0.902473,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2002|Avian|A/duck/Mongolia/583/02|Mongolia|H4N7),2.48873,2.48735,2960.65,3.44863,1.00627,2.44236,-0.499494,1416
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2002|Avian|A/mallard/Sweden/110/2002|Sweden|H11N7),2.45921,2.45874,2897.64,3.34463,0.760607,2.58403,0.0894137,1416
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2003|Avian|A/chicken/Germany/R28/03|Germany|H7N7),2.47937,2.47815,2940.94,6.61333,1.13323,5.4801,-0.896957,1416
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2003|Avian|A/chicken/Netherlands/1/03|Netherlands|H7N7),2.4784,2.47743,2939.94,6.4917,1.14539,5.34631,-0.904425,1416
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2003|Avian|A/mallard/Alberta/209/2003|Canada|H10N7),2.01715,2.01818,1960.23,5.92931,2.51285,3.41646,0.591272,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2003|Avian|A/mallard/Denmark/64650/03|Denmark|H5N7),2.48884,2.48596,2957.3,2.48369,1.95196,0.531735,0.0178706,1416
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2003|Avian|A/mallard/Maryland/210/2003|USA|H10N7),1.995,1.99612,1923.02,6.83984,2.75263,4.08721,0.588431,1413
(1949|Avian|A/chicken/Germany/N/1949|Germany|H10N7;2003|Avian|A/mallard/Sweden/S90735/2003|Sweden|H7N7),2.47237,2.47132,2925.82,5.6193,1.10074,4.51856,-1.0629,1416
