
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.845003,0.84452,2448.87,5.57018,1.66557,3.90461,-1.40187,10000
(S1; S3),0.501768,0.488872,874.816,91.1332,89.5023,1.63091,0.052463,10000
(S1; S4),-0.0103933,-0.0105878,9.24905,77.9463,75.6162,2.33006,-0.801205,10000
(S1; S5),0.0271633,0.0254388,7.39152,89.1822,87.3881,1.79407,-0.626746,10000
(S2; S3),0.553696,0.538631,1054.91,71.11,70.776,0.333994,0.446523,10000
(S2; S4),0.0305739,0.0297797,10.3591,99.8232,97.1023,2.72086,-0.606655,10000
(S2; S5),0.0163513,0.014281,9.97482,110.197,108.093,2.10456,0.163812,10000
(S3; S4),-0.0256895,-0.0267541,8.40162,293.077,290.602,2.47519,0.343692,10000
(S3; S5),-0.0151239,-0.015743,5.98833,316.426,314.074,2.35156,-1.09756,10000
(S4; S5),0.899211,0.883102,2610.93,3.76306,1.52219,2.24088,-0.798442,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.898452,0.896529,2722.04,5.269,2.57675,2.69225,1.07256,10000
(S1; S3),0.503851,0.492178,889.422,102.466,100.492,1.97368,1.22725,10000
(S1; S4),-0.0140973,-0.0156771,5.09056,76.7308,75.1774,1.55342,0.317377,10000
(S1; S5),0.0045397,0.002948,5.94222,73.327,72.771,0.555983,0.468989,10000
(S2; S3),0.57797,0.564615,1138.93,78.8304,78.5413,0.289108,-0.306915,10000
(S2; S4),0.00900488,0.00816677,9.25159,102.993,100.061,2.93132,0.43985,10000
(S2; S5),-0.00316082,-0.00365099,8.23492,98.9058,95.9074,2.9984,-0.0918021,10000
(S3; S4),-0.0124616,-0.0130888,1.0141,315.497,315.234,0.263347,0.357717,10000
(S3; S5),-0.0153191,-0.0160932,6.17886,311.813,310.003,1.80998,-0.883746,10000
(S4; S5),0.894304,0.880802,2588.4,1.59387,0.187134,1.40674,-0.725758,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.877809,0.872223,2585.29,14.7603,7.50718,7.25316,-1.485,10000
(S1; S3),0.513822,0.492124,901.813,125.868,125.37,0.498231,-0.0142015,10000
(S1; S4),0.0492262,0.047477,19.6728,84.5454,80.6913,3.85409,0.0983148,10000
(S1; S5),0.0159763,0.0140045,13.122,76.6288,72.3076,4.32122,-0.0214217,10000
(S2; S3),0.603852,0.575123,1221.63,95.7792,84.7164,11.0628,3.19114,10000
(S2; S4),0.0338959,0.0327386,11.2112,120.902,118.884,2.01812,0.481396,10000
(S2; S5),0.0302243,0.0296968,12.4586,116.156,111.564,4.59223,-0.455495,10000
(S3; S4),-0.0116627,-0.0125229,3.94659,371.253,369.389,1.86484,0.376809,10000
(S3; S5),-0.00859219,-0.0100063,5.43309,355.28,354.669,0.610265,-0.254458,10000
(S4; S5),0.885814,0.887966,2635.97,9.23863,1.68986,7.54877,0.407097,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.90475,0.900744,2740.61,1.97676,0.322669,1.65409,-0.59872,10000
(S1; S3),0.508284,0.491159,862.082,90.7855,87.8917,2.89379,0.856969,10000
(S1; S4),-0.00792211,-0.0107454,13.8328,150.998,142.94,8.05854,-1.27334,10000
(S1; S5),-0.0319244,-0.0341866,19.6259,131.3,128.03,3.26954,-0.106193,10000
(S2; S3),0.574747,0.556069,1097.28,81.8229,81.0587,0.764262,0.330093,10000
(S2; S4),-0.00621865,-0.00739059,7.04363,155.043,152.33,2.71264,-0.361842,10000
(S2; S5),-0.0144027,-0.0157327,7.67654,139.451,137.615,1.8354,-0.682739,10000
(S3; S4),-0.0578929,-0.0587961,15.0468,411.408,406.346,5.06127,-1.74239,10000
(S3; S5),-0.0541666,-0.0553628,15.0575,388.185,382.668,5.51768,-1.56193,10000
(S4; S5),0.904639,0.890965,2658.42,6.83957,0.987264,5.85231,-1.35214,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.917515,0.912779,2829.48,12.7882,9.86954,2.91868,-1.65789,10000
(S1; S3),0.50367,0.484228,873.244,161.954,159.804,2.15024,-0.0930628,10000
(S1; S4),-0.0137399,-0.0162941,9.42443,89.8561,83.1593,6.6968,-0.552499,10000
(S1; S5),-0.0224878,-0.0242963,12.3329,92.6396,88.742,3.89754,-1.45005,10000
(S2; S3),0.615211,0.588031,1266.86,104.911,100.501,4.40959,1.23498,10000
(S2; S4),0.00990704,0.00934786,11.2844,146.006,137.734,8.27196,-1.34669,10000
(S2; S5),-0.00589288,-0.00672971,10.4014,149.868,145.349,4.51848,-1.73044,10000
(S3; S4),-0.0148299,-0.0156342,8.74431,432.907,429.31,3.59652,-0.666254,10000
(S3; S5),-0.0170085,-0.0182125,3.82816,444.381,442.821,1.55972,1.27539,10000
(S4; S5),0.893456,0.889013,2639.29,6.86365,6.3832,0.480453,0.675534,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.877563,0.878102,2592.94,8.08802,0.989901,7.09812,0.866629,10000
(S1; S3),0.497519,0.483517,867.141,91.744,88.944,2.80006,-1.50947,10000
(S1; S4),0.0077353,0.00619942,5.93717,105.778,101.13,4.64735,0.967251,10000
(S1; S5),-0.00215226,-0.00334364,6.30286,103.809,103.042,0.767082,0.378184,10000
(S2; S3),0.560924,0.545777,1097.22,81.1682,79.79,1.37823,-0.423082,10000
(S2; S4),0.0300435,0.0291724,8.00535,113.9,113.563,0.337582,-0.335387,10000
(S2; S5),-0.00288171,-0.00402842,6.47375,117.901,114.808,3.09385,-1.38478,10000
(S3; S4),-0.0140329,-0.0144319,13.446,353.299,349.861,3.43751,1.28266,10000
(S3; S5),-0.000401271,-0.00094123,2.94295,354.386,353.397,0.989293,-0.0639266,10000
(S4; S5),0.926705,0.908409,2765.3,11.0156,0.739351,10.2762,0.883593,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.879347,0.876096,2607.47,5.64784,1.67283,3.97501,-0.454281,10000
(S1; S3),0.481306,0.46538,790.923,78.4865,77.0046,1.48194,-0.926952,10000
(S1; S4),-0.0300789,-0.0303114,9.95755,100.273,98.7842,1.48917,0.0867805,10000
(S1; S5),-0.0311971,-0.0323765,3.9812,109.444,108.518,0.92614,0.236501,10000
(S2; S3),0.553158,0.537272,1045.33,78.5397,76.9331,1.60653,-1.25521,10000
(S2; S4),0.00578271,0.00427961,6.9895,106.761,102.785,3.9761,1.25082,10000
(S2; S5),-0.018399,-0.0192313,8.53505,116.671,112.59,4.08144,-1.7387,10000
(S3; S4),-0.0015145,-0.00208875,12.4127,336.485,330.691,5.79476,2.24637,10000
(S3; S5),-0.0113248,-0.0115483,8.86771,348.943,345.093,3.8503,1.61536,10000
(S4; S5),0.854174,0.842275,2371.27,10.0309,6.78378,3.24711,-1.39322,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.868169,0.867449,2531.23,8.95204,5.87753,3.07451,-1.54266,10000
(S1; S3),0.464295,0.455161,744.595,93.3113,92.6375,0.673867,0.606184,10000
(S1; S4),-0.00433645,-0.0055707,5.2869,61.6855,60.2915,1.39401,1.0037,10000
(S1; S5),0.00240425,0.000864298,4.3036,62.2779,61.7328,0.545084,0.506121,10000
(S2; S3),0.565667,0.553147,1087.71,60.1891,57.208,2.98105,0.980658,10000
(S2; S4),-0.0281506,-0.0290207,18.8778,101.423,96.2117,5.21081,1.53187,10000
(S2; S5),-0.0161539,-0.0166837,9.62546,98.6882,96.8309,1.8573,0.47383,10000
(S3; S4),-0.0204155,-0.0207455,8.63144,278.551,278.141,0.410311,-0.306984,10000
(S3; S5),-0.0270069,-0.0273773,7.82728,278.439,274.445,3.99403,-1.0841,10000
(S4; S5),0.90151,0.891458,2662.58,6.07907,2.77088,3.30819,1.11259,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.895877,0.895904,2711.88,8.38605,6.70952,1.67653,-1.02746,10000
(S1; S3),0.499757,0.490626,860.966,100.426,91.0982,9.32733,-2.24783,10000
(S1; S4),0.00910623,0.0085401,12.5207,54.6744,51.1375,3.5369,1.45527,10000
(S1; S5),0.00299321,0.000723248,4.55351,72.4741,70.4703,2.00373,-0.924739,10000
(S2; S3),0.572409,0.561586,1119.12,62.5415,62.2071,0.334465,-0.194246,10000
(S2; S4),0.0111302,0.0109431,13.5495,82.5327,76.8002,5.73243,1.30368,10000
(S2; S5),0.015703,0.014661,16.7275,102.83,99.701,3.12918,-0.841715,10000
(S3; S4),-0.00416813,-0.00482686,2.35594,247.873,246.424,1.44852,0.602737,10000
(S3; S5),-0.0175859,-0.0181567,3.90628,279.29,277.959,1.33091,0.0440408,10000
(S4; S5),0.891327,0.880984,2600.66,14.6199,9.31807,5.30186,-1.59524,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.907728,0.897628,2738.66,7.14977,3.92696,3.22281,-0.486436,10000
(S1; S3),0.495489,0.468849,836.817,139.061,131.893,7.16808,-1.35062,10000
(S1; S4),-0.00631667,-0.00874907,13.1269,87.2377,83.8183,3.41946,-1.46558,10000
(S1; S5),-0.0106328,-0.0133404,6.51271,98.7203,95.9117,2.80863,-1.50611,10000
(S2; S3),0.566559,0.53929,1047.8,104.41,102.718,1.6913,0.315771,10000
(S2; S4),-0.0181719,-0.0203974,8.75981,107.86,107.337,0.522751,0.27153,10000
(S2; S5),-0.00697958,-0.008657,16.1632,125.867,119.972,5.89562,-0.0163081,10000
(S3; S4),-0.00097932,-0.0014646,15.0399,382.623,379.746,2.87696,-0.306501,10000
(S3; S5),-0.00677435,-0.00782307,5.25618,405.368,404.629,0.739398,0.207056,10000
(S4; S5),0.88811,0.89591,2682.33,6.20125,1.58899,4.61225,0.37478,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.869671,0.869456,2526.56,7.11623,5.42621,1.69002,-0.765571,10000
(S1; S3),0.499572,0.497298,877.92,88.7467,77.1009,11.6458,-2.35243,10000
(S1; S4),0.00339214,0.00218775,5.52924,23.9235,21.3067,2.6168,1.00169,10000
(S1; S5),0.00207764,0.000833214,7.95474,21.7981,20.5828,1.21529,0.588495,10000
(S2; S3),0.578557,0.576859,1148.18,54.3132,50.5417,3.77154,-0.997055,10000
(S2; S4),0.0135822,0.0134383,9.36565,41.2937,39.3167,1.97694,-0.345022,10000
(S2; S5),-0.0015994,-0.00229149,7.44052,37.923,36.0428,1.88015,-0.592565,10000
(S3; S4),-3.64753e-05,-0.000481259,10.307,160.161,155.173,4.98804,-0.91374,10000
(S3; S5),-0.0189367,-0.0198036,2.90139,145.271,145.114,0.157079,-0.175849,10000
(S4; S5),0.913965,0.903169,2729.53,3.65025,2.03813,1.61212,-0.162142,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.865459,0.863968,2512.49,13.9849,9.06754,4.91736,-1.25156,10000
(S1; S3),0.516866,0.505514,900.859,121.078,120.166,0.912052,-0.224013,10000
(S1; S4),-0.0282635,-0.0306274,11.8049,76.6563,69.3923,7.264,2.10477,10000
(S1; S5),-0.0280934,-0.0297149,7.00871,47.8312,45.4663,2.36491,1.08364,10000
(S2; S3),0.560116,0.544361,1057.03,73.8266,72.0827,1.74394,-0.506823,10000
(S2; S4),0.00455983,0.00426828,11.8904,120.122,113.048,7.07406,-1.24214,10000
(S2; S5),-0.00186609,-0.00237416,3.91463,83.4035,79.8411,3.56237,-0.190078,10000
(S3; S4),-0.0276626,-0.0287561,9.71485,335.98,331.721,4.2595,-1.68319,10000
(S3; S5),-0.0355474,-0.036343,4.56388,277.667,277.359,0.30728,0.190146,10000
(S4; S5),0.905707,0.898113,2697.06,6.56254,4.85536,1.70718,0.600818,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.89705,0.894862,2694.77,6.17053,5.21129,0.959239,-0.530083,10000
(S1; S3),0.553942,0.539386,1046.02,103.453,99.8753,3.57786,-1.40053,10000
(S1; S4),-0.0156442,-0.0167898,7.19555,83.2742,81.9689,1.30534,0.485846,10000
(S1; S5),-0.00463757,-0.00705986,4.49538,91.7895,90.5482,1.24134,1.09662,10000
(S2; S3),0.572175,0.55785,1114.76,97.3155,96.4561,0.859455,-0.902286,10000
(S2; S4),-0.0182075,-0.0202912,14.0583,90.0682,84.2982,5.77002,-1.464,10000
(S2; S5),-0.00112406,-0.00345484,11.4967,99.9125,98.0511,1.86148,-0.758502,10000
(S3; S4),-0.0145146,-0.0154138,6.38114,323.309,321.2,2.10879,0.235598,10000
(S3; S5),-0.0233538,-0.0239318,7.49486,338.265,334.997,3.26886,-1.26105,10000
(S4; S5),0.933301,0.924135,2854.09,3.71643,1.11934,2.59709,-0.652675,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.884888,0.886365,2647.24,2.62002,2.42237,0.197642,-0.313361,10000
(S1; S3),0.503997,0.497673,863.437,55.2901,48.0492,7.24087,2.44397,10000
(S1; S4),-0.0167402,-0.017424,4.56233,70.0634,68.2119,1.85148,0.766535,10000
(S1; S5),-0.0166456,-0.0168973,4.72654,47.4184,46.1714,1.24701,-0.0483456,10000
(S2; S3),0.560438,0.550554,1069.66,38.6389,37.1819,1.45698,-0.368341,10000
(S2; S4),-0.00616719,-0.00670377,4.70875,75.3099,72.2056,3.10428,1.6244,10000
(S2; S5),0.00760698,0.00747104,9.88726,51.9028,47.7968,4.10596,1.24937,10000
(S3; S4),0.00554463,0.00521015,3.17477,194.431,193.322,1.10872,0.826132,10000
(S3; S5),-0.0139698,-0.0143867,9.01422,150.015,148.211,1.80431,-0.143855,10000
(S4; S5),0.925082,0.915512,2805.96,13.1434,5.89693,7.24644,0.41434,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.862809,0.859785,2485.43,4.06966,2.09828,1.97138,-0.936073,10000
(S1; S3),0.498911,0.478737,849.441,129.292,128.311,0.980965,-0.140174,10000
(S1; S4),0.0331629,0.0321407,9.90187,93.2628,90.206,3.05677,0.753264,10000
(S1; S5),6.31003e-05,-0.000893568,5.58787,94.2273,93.8579,0.369302,-0.440808,10000
(S2; S3),0.55727,0.533084,1046.08,105.409,104.128,1.28079,0.822048,10000
(S2; S4),-0.00195911,-0.00258189,7.33028,109.922,106.515,3.40745,-0.88644,10000
(S2; S5),0.000979255,0.000671396,13.3815,116.513,114.302,2.21072,0.334504,10000
(S3; S4),-0.0372734,-0.0394452,10.9727,378.514,376.274,2.23961,0.270433,10000
(S3; S5),-0.0372355,-0.0388197,8.46202,397.598,395.257,2.34154,1.14091,10000
(S4; S5),0.884511,0.88025,2591.69,7.20179,4.02443,3.17737,0.285791,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.902838,0.896036,2719.95,3.99577,1.31566,2.68012,1.35175,10000
(S1; S3),0.522115,0.494854,931.838,153.176,151.113,2.06211,1.02908,10000
(S1; S4),0.0142924,0.0119703,4.74482,109.891,108.947,0.943441,0.10606,10000
(S1; S5),0.025087,0.0215744,10.6341,163.378,157.137,6.24041,-0.551575,10000
(S2; S3),0.608711,0.577729,1249.68,138.972,133.313,5.6592,1.66388,10000
(S2; S4),-0.0144317,-0.0153729,5.49207,128.728,127.236,1.49266,-0.475594,10000
(S2; S5),-0.0115708,-0.0147049,9.00034,176.359,175.321,1.03869,-0.48195,10000
(S3; S4),-0.0282351,-0.0292108,6.7895,468.744,464.746,3.99847,-0.171227,10000
(S3; S5),-0.00855916,-0.00942657,7.51615,556.862,553.99,2.87157,-0.924193,10000
(S4; S5),0.91684,0.913285,2787.92,9.13668,6.96716,2.16952,0.770263,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.829802,0.821746,2307.88,10.4735,3.62074,6.85279,-0.174693,10000
(S1; S3),0.490354,0.466977,789.24,94.9725,93.5283,1.4442,-0.025082,10000
(S1; S4),-0.0141516,-0.0167735,8.68104,141.197,140.614,0.583819,-0.131306,10000
(S1; S5),-0.0177698,-0.0190949,5.30388,112.096,108.305,3.79102,-1.01408,10000
(S2; S3),0.540083,0.511101,988.417,75.7155,75.1269,0.588569,0.378467,10000
(S2; S4),-0.0190303,-0.0213831,11.7804,173.979,173.279,0.700394,0.619455,10000
(S2; S5),-0.0397923,-0.0409576,7.0435,135.394,132.664,2.73017,1.12836,10000
(S3; S4),-0.0238813,-0.0247113,9.60686,422.172,417.185,4.9863,-1.66331,10000
(S3; S5),-0.0301806,-0.03123,4.42248,365.793,365.142,0.650999,-0.213092,10000
(S4; S5),0.856334,0.859362,2466.39,6.91035,4.21959,2.69077,0.670937,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.894288,0.876125,2644.91,16.6758,12.4416,4.23419,1.3715,10000
(S1; S3),0.498006,0.443438,838.794,285.471,284.733,0.738377,0.13598,10000
(S1; S4),-0.00765197,-0.0127712,5.09898,220.279,219.01,1.26848,-0.877312,10000
(S1; S5),-0.00957312,-0.0126764,14.6449,219.702,212.486,7.21516,-0.0855316,10000
(S2; S3),0.60964,0.538337,1174.57,203.815,203.144,0.670776,0.453807,10000
(S2; S4),0.0118502,0.00851474,7.75183,313.13,311.842,1.28829,-0.0710735,10000
(S2; S5),0.0160289,0.0129068,8.70314,306.616,303.445,3.17194,0.551817,10000
(S3; S4),-0.0349804,-0.0366814,3.08766,915.563,914.192,1.37093,-0.567206,10000
(S3; S5),-0.0249338,-0.0267379,8.20415,912.356,909.151,3.2048,-0.45221,10000
(S4; S5),0.839771,0.852267,2423.29,1.79678,0.660604,1.13617,-0.170118,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.888897,0.881696,2623.58,7.28828,3.42794,3.86034,1.58656,10000
(S1; S3),0.508738,0.486215,883.239,116.061,111.998,4.06312,0.181993,10000
(S1; S4),-0.00266564,-0.00491257,5.12592,94.6409,92.5892,2.05175,1.13766,10000
(S1; S5),-0.017744,-0.02019,8.71222,107.155,105.614,1.54145,0.0305333,10000
(S2; S3),0.575277,0.546494,1104.17,86.7943,85.6835,1.11079,0.787684,10000
(S2; S4),-0.00468931,-0.00428316,12.8157,119.646,119.469,0.177109,0.321372,10000
(S2; S5),0.00168621,0.000659404,5.90605,138.221,136.722,1.49889,0.438521,10000
(S3; S4),-0.0283954,-0.0296291,6.18464,372.716,369.369,3.34708,-0.171204,10000
(S3; S5),-0.0144445,-0.0154626,8.63645,388.721,386.227,2.49416,-1.035,10000
(S4; S5),0.875397,0.876115,2566.97,9.98517,9.49713,0.488036,-0.266817,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.889439,0.884233,2628.05,8.27003,6.85283,1.4172,0.379655,10000
(S1; S3),0.509454,0.483561,904.464,169.53,168.241,1.2889,0.26979,10000
(S1; S4),0.015328,0.0137454,11.8259,109.844,104.697,5.14693,1.39384,10000
(S1; S5),0.0164133,0.0147751,6.98562,106.49,105.128,1.36247,0.989023,10000
(S2; S3),0.567249,0.534664,1103.64,121.643,120.927,0.716702,-0.37753,10000
(S2; S4),-0.00406855,-0.00490085,9.83533,146.403,144.061,2.342,0.721697,10000
(S2; S5),0.0232249,0.0223336,7.57373,143.224,140.662,2.56215,0.178291,10000
(S3; S4),-0.035477,-0.0371889,6.32058,483.576,481.679,1.89633,-0.579606,10000
(S3; S5),0.0246824,0.0236962,16.2768,481.859,481.354,0.505169,-0.0647997,10000
(S4; S5),0.896907,0.893648,2679.12,8.03478,2.69283,5.34195,1.52601,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.857567,0.848123,2448.22,14.1026,11.119,2.98362,-1.009,10000
(S1; S3),0.509513,0.48096,872.94,149.484,148.341,1.14349,-0.301748,10000
(S1; S4),0.0132428,0.0113313,5.11243,114.798,111.921,2.87712,0.132434,10000
(S1; S5),-0.00662382,-0.0100771,10.7651,173.376,167.786,5.58983,0.719077,10000
(S2; S3),0.553316,0.521032,1003.17,110.083,108.498,1.58533,-0.485382,10000
(S2; S4),0.0283768,0.0275041,7.24552,144.569,143.929,0.639804,0.359295,10000
(S2; S5),0.0371339,0.0336785,15.6326,214.918,214.058,0.859604,-0.768566,10000
(S3; S4),-0.0102825,-0.0117304,5.87738,449.707,448.514,1.19362,-0.640747,10000
(S3; S5),-0.00528431,-0.00546528,8.95777,568.959,568.044,0.914999,-0.686008,10000
(S4; S5),0.854478,0.850984,2428.28,13.6254,10.9532,2.6722,1.57657,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.905951,0.903823,2747.86,3.15706,0.745644,2.41142,-1.27575,10000
(S1; S3),0.506278,0.492452,874.122,73.0819,71.6238,1.45808,1.19098,10000
(S1; S4),-0.0334586,-0.0352277,7.5862,101.209,100.741,0.468197,-0.0792811,10000
(S1; S5),-0.039783,-0.0408752,16.1263,82.9763,80.8309,2.14533,0.187267,10000
(S2; S3),0.608159,0.592621,1252.29,67.2497,61.2486,6.00116,-1.27896,10000
(S2; S4),-0.0452245,-0.0461759,9.46323,115.135,114.351,0.78398,0.129186,10000
(S2; S5),-0.0284489,-0.0291693,9.94048,97.8092,96.1731,1.63604,-1.04775,10000
(S3; S4),-0.0235663,-0.0238133,7.4122,325.277,320.043,5.23394,-0.00597453,10000
(S3; S5),-0.0108358,-0.0118405,6.39025,287.431,286.405,1.02649,-0.407508,10000
(S4; S5),0.885622,0.875796,2561.69,6.07561,3.19581,2.87981,-1.32486,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.865103,0.8583,2493.09,5.45782,3.04876,2.40906,1.19535,10000
(S1; S3),0.530811,0.506041,936.431,108.915,105.504,3.41092,0.0770771,10000
(S1; S4),0.000920442,-0.000550786,5.49523,127.937,126.751,1.18567,0.352016,10000
(S1; S5),0.0102147,0.010466,14.4916,135.199,133.118,2.08157,0.503009,10000
(S2; S3),0.585074,0.551544,1130.39,84.8103,82.4261,2.38422,0.174101,10000
(S2; S4),-0.0243846,-0.0263844,5.16202,153.986,151.256,2.72997,1.47899,10000
(S2; S5),-0.0176191,-0.0190815,9.69963,161.527,158.467,3.05958,-0.450229,10000
(S3; S4),-0.0201403,-0.0198138,10.6932,410.486,408.881,1.60508,0.977714,10000
(S3; S5),-0.0413897,-0.0416664,11.7873,422.517,415.685,6.83114,-2.19271,10000
(S4; S5),0.874268,0.879222,2586.05,2.99266,1.31116,1.6815,0.656649,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.895293,0.892508,2673.79,9.43301,9.0072,0.425816,0.634745,10000
(S1; S3),0.532364,0.52031,947.509,110.158,108.729,1.42966,0.828162,10000
(S1; S4),-0.0266543,-0.0280026,8.92853,86.2177,84.2291,1.98857,-1.33378,10000
(S1; S5),-0.0137336,-0.0160723,6.30317,111.794,107.32,4.47416,1.8936,10000
(S2; S3),0.558141,0.541895,1028.63,75.0446,71.6964,3.34822,-1.08403,10000
(S2; S4),-0.0516255,-0.0521323,17.6978,121.99,116.644,5.34626,-2.15652,10000
(S2; S5),-0.0100156,-0.0113787,3.41782,146.831,146.635,0.196596,-0.211896,10000
