Sequences,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(Archaius_tigris_Caltig2;Chamaeleo_namaquensis_ECU_5863),2.44109,2.40655,8905.42,23.8729,16.3592,7.5136,0.107331,4566
(Archaius_tigris_Caltig2;Chamaeleo_necasi_ZFMK77059),2.43995,2.4314,4803.8,41.6576,38.428,3.22967,-0.998041,2419
(Archaius_tigris_Caltig2;Chamaeleo_senegalensis_Guinea_CT087),2.5033,2.47237,7607.78,30.2327,26.345,3.88763,0.0732043,3706
(Archaius_tigris_Caltig2;Chamaeleo_zeylanicus_MVZ_248410),2.46143,2.43015,9404.63,30.4307,29.7657,0.664935,-0.550111,4740
(Archaius_tigris_Caltig2;Furcifer_angeli_Genbank),0.812334,0.853623,778.941,566.978,564.21,2.76738,-1.11417,1716
(Archaius_tigris_Caltig2;Furcifer_antimena_M38),2.38316,2.37772,7893.11,38.9385,34.2068,4.73176,-0.797171,4144
(Archaius_tigris_Caltig2;Furcifer_balteatus_Ambatolahy_FGMV_2002_284),2.51872,2.46754,9804.89,19.7124,17.512,2.2004,-0.562372,4796
(Archaius_tigris_Caltig2;Furcifer_campani_Andringitra_FGMV_2002_2108),2.48229,2.43961,9541.52,11.2602,9.98791,1.27225,-0.920462,4773
(Archaius_tigris_Caltig2;Furcifer_cephalolepis_802),2.50586,2.46375,9762.75,9.32055,8.19163,1.12891,-0.425147,4790
(Archaius_tigris_Caltig2;Furcifer_labordi_68616),2.41671,2.38692,9212.68,47.7409,45.5586,2.18232,-0.895147,4811
(Archaius_tigris_Caltig2;Furcifer_lateralis_Antoetra_FGMV_2002_65),2.46537,2.42798,9544.77,24.7005,23.346,1.35445,-0.267782,4823
(Archaius_tigris_Caltig2;Furcifer_minor_Genbank),2.42113,2.41212,8035.61,26.2403,23.4088,2.83149,-1.29143,4092
(Archaius_tigris_Caltig2;Furcifer_nicosiai_Bemaraha_FGZC_662),2.4394,2.4151,9235.62,35.5357,34.7742,0.761522,-0.792681,4712
(Archaius_tigris_Caltig2;Furcifer_oustaleti_fused),2.46211,2.41414,9362.25,13.3413,11.6811,1.6602,-0.927189,4784
(Archaius_tigris_Caltig2;Furcifer_pardalis_Ambre_FGZC_502),2.51091,2.46256,9821.71,11.1274,7.22963,3.89775,-1.81819,4829
(Archaius_tigris_Caltig2;Furcifer_petteri_MdF_FGZC_606),2.49437,2.44085,9284.91,4.4066,3.72485,0.681752,-0.66589,4645
(Archaius_tigris_Caltig2;Furcifer_polleni_867),2.49731,2.4581,9609.97,19.9072,13.0363,6.87093,-0.512996,4737
(Archaius_tigris_Caltig2;Furcifer_rhinoceratus_Ankarafantsika_C18),2.50517,2.46869,9838.82,16.5973,13.4728,3.12449,-1.59018,4810
(Archaius_tigris_Caltig2;Furcifer_timoni_Ambre_FGZC_495),2.44965,2.40794,9410.71,38.9748,35.4483,3.52654,-0.158819,4829
(Archaius_tigris_Caltig2;Furcifer_verrucosus_Tolagnaro_FGZC_66),2.26559,2.26819,8405.43,141.285,140.093,1.19235,-0.795508,4826
(Archaius_tigris_Caltig2;Furcifer_willsi_Andasibe_ZCMV_2216),2.40261,2.39126,8100.13,30.95,25.5639,5.3861,-1.51766,4206
(Archaius_tigris_Caltig2;Kinyongia_adolfifriderici_Bwindi_CAS201593),2.33968,2.32556,7155.77,47.7836,45.7475,2.03604,-1.07743,3924
(Archaius_tigris_Caltig2;Kinyongia_asheorum),0.626206,0.640942,726.221,792.091,788.668,3.42217,1.81171,2530
(Archaius_tigris_Caltig2;Kinyongia_boehmei_Taita_JM2927),2.37646,2.34095,6963.27,33.895,29.8499,4.04514,-1.13894,3763
(Archaius_tigris_Caltig2;Kinyongia_carpenteri_Rwenzori_CT345),2.43628,2.40356,7514.05,32.0923,30.472,1.62029,-0.739107,3867
(Archaius_tigris_Caltig2;Kinyongia_excubitor_MtKenya_CT209),2.42176,2.38739,7833.52,37.3495,29.0735,8.27595,1.38691,4080
(Archaius_tigris_Caltig2;Kinyongia_fischeri_Nguru_CT334),2.3663,2.33745,7307.65,59.6968,57.3609,2.33591,-0.307478,3956
(Archaius_tigris_Caltig2;Kinyongia_magomberae_Udzungwa_MTSN8218),2.2731,2.28271,6064.26,39.5032,38.3028,1.20039,0.033037,3457
(Archaius_tigris_Caltig2;Kinyongia_matschiei_EUsambara_CAS168853),2.43662,2.40209,6739.23,24.1576,18.9133,5.24436,0.0248137,3472
(Archaius_tigris_Caltig2;Kinyongia_multituberculata_WUsambara_TZ31),2.32075,2.33178,5531.84,22.6844,21.275,1.40934,-0.717844,3011
(Archaius_tigris_Caltig2;Kinyongia_oxyrhina_Nguru_CT150),2.47781,2.45384,7954.3,21.6542,20.8531,0.80111,-0.505436,3937
(Archaius_tigris_Caltig2;Kinyongia_tavetana_Kilimanjaro_CT113),2.35268,2.33053,7274.95,67.6668,59.7569,7.90993,-1.12226,3956
(Archaius_tigris_Caltig2;Kinyongia_tenuis_EUsambara_CAS168917),2.38079,2.36502,7502.41,25.6739,24.0687,1.60515,-0.072911,3985
(Archaius_tigris_Caltig2;Kinyongia_uluguruensis_uluguru_CT189),2.41005,2.3999,7915.14,39.2375,38.7181,0.519387,-0.647989,4080
(Archaius_tigris_Caltig2;Kinyongia_uthmoelleri_SPare_CT151),2.28442,2.30901,5610.53,35.955,35.7479,0.207034,0.0820755,3120
(Archaius_tigris_Caltig2;Kinyongia_vosseleri_EUsambara_CAS168921),2.47924,2.44214,7273.71,20.3222,18.3644,1.95772,0.427444,3634
(Archaius_tigris_Caltig2;Kinyongia_xenorhinum_Rwenzori_CT350),2.442,2.40852,7963.52,34.1566,33.2041,0.95245,-0.302181,4080
(Archaius_tigris_Caltig2;Nadzikambia_mlanjense_Mulanje_PEMR16294),2.38867,2.3826,7392.88,38.0255,36.4373,1.58817,-0.433182,3867
(Archaius_tigris_Caltig2;Rhampholeon_acuminatus_CT153),0.575897,0.553715,703.242,-nan,833.565,-nan,-nan,1731
(Archaius_tigris_Caltig2;Rhampholeon_boulengeri_Rh25),1.91105,1.9941,4390.95,282.688,274.431,8.25683,-0.178056,3132
(Archaius_tigris_Caltig2;Rhampholeon_chapmanorum_Rh9),2.40096,2.3595,8927.2,33.4105,29.0638,4.34664,-0.144565,4764
(Archaius_tigris_Caltig2;Rhampholeon_gorongosae_Rh17),2.12382,2.15674,7135.06,288.072,283.636,4.4357,0.303299,4453
(Archaius_tigris_Caltig2;Rhampholeon_marshalli_Rh10),2.44777,2.39979,9254.47,30.8238,29.4141,1.4097,-0.679794,4779
(Archaius_tigris_Caltig2;Rhampholeon_moyeri_Rh28),2.48233,2.40786,8335.24,33.4893,29.2498,4.23951,-1.1959,4280
(Archaius_tigris_Caltig2;Rhampholeon_nchisiensis_Rh8),2.43414,2.38001,9057.42,17.7429,14.4827,3.26017,0.38467,4764
(Archaius_tigris_Caltig2;Rhampholeon_platyceps_Rh11),2.44102,2.38819,9134.37,34.2038,31.4263,2.77747,-0.240122,4764
(Archaius_tigris_Caltig2;Rhampholeon_spectrum_Rh20),2.4432,2.39982,9252.01,26.0758,25.2376,0.838199,-0.75596,4779
(Archaius_tigris_Caltig2;Rhampholeon_spinosus_WUsambara_CT118),2.27234,2.27927,5677.59,23.6863,19.4796,4.20671,-0.172232,3241
(Archaius_tigris_Caltig2;Rhampholeon_temporalis_Rh1),2.46119,2.4116,9314.33,13.4126,7.91568,5.49689,-1.40505,4779
(Archaius_tigris_Caltig2;Rhampholeon_uluguruensis_Rh34),0.88577,0.982079,1223.61,729.476,727.492,1.98446,0.520968,2281
(Archaius_tigris_Caltig2;Rhampholeon_viridis_NPare_CT204),2.43237,2.40349,7719.87,20.5023,19.2688,1.23357,0.352787,3984
(Archaius_tigris_Caltig2;Rieppeleon_brachyurus_Ri1),1.31723,1.46734,3182.99,881.019,866.508,14.5116,-1.14471,3483
(Archaius_tigris_Caltig2;Rieppeleon_brevicaudatus_Ri4),2.50875,2.44668,9571.18,84.1014,79.2451,4.8563,-2.04539,4738
(Archaius_tigris_Caltig2;Rieppeleon_kerstenii_RI27),2.51213,2.45289,9729.57,104.998,99.2536,5.74458,-2.07075,4787
(Archaius_tigris_Caltig2;Trioceros_affinis_Ethiopia_Addis_CT021),2.50318,2.46614,7586.96,10.6604,9.44226,1.21811,-0.36443,3726
(Archaius_tigris_Caltig2;Trioceros_balebicornutus_Ethiopia_BaleMtns_CT022),2.33987,2.36574,6059.87,11.4206,10.3087,1.11188,0.914158,3225
(Archaius_tigris_Caltig2;Trioceros_bitaeniatus_OldonyoSambu_CT338),1.88605,1.96291,4640.38,290.947,289.867,1.07974,-0.425193,3435
(Archaius_tigris_Caltig2;Trioceros_cristatus_Gabon_CT143),1.96888,2.02895,5372.59,298.876,297.848,1.02878,-0.240384,3747
(Archaius_tigris_Caltig2;Trioceros_deremensis_NguruS_MTSN_8491),2.45013,2.42892,7784.41,38.5402,37.1281,1.41205,-0.473587,3925
(Archaius_tigris_Caltig2;Trioceros_ellioti_Uganda_Masaka_CT348),2.53167,2.49813,6263.09,22.0402,20.7617,1.27847,-0.370288,2994
(Archaius_tigris_Caltig2;Trioceros_feae_EquatorialGuinea_CAS207681),2.45569,2.40219,9263.84,43.403,40.2019,3.20108,0.90067,4778
(Archaius_tigris_Caltig2;Trioceros_fuelleborni_fused),2.45031,2.42134,7793.94,18.2476,17.017,1.23057,-0.132334,3961
(Archaius_tigris_Caltig2;Trioceros_goetzei_Nyika_CT050),2.46659,2.42988,7694.61,17.7166,14.3131,3.4035,-0.339709,3883
(Archaius_tigris_Caltig2;Trioceros_hanangensis_MtHanang_ZFMK_82368),0.606694,0.601021,784.938,-nan,844.179,-nan,-nan,1736
(Archaius_tigris_Caltig2;Trioceros_harennae_Bale_CT023),2.47876,2.45394,6768.1,16.5081,14.6333,1.87481,0.427328,3350
(Archaius_tigris_Caltig2;Trioceros_hoehnelii_MtKenya_CT210),2.49985,2.46697,7635.83,12.6284,12.2736,0.354784,0.382129,3741
(Archaius_tigris_Caltig2;Trioceros_incornutus_PorotoMtns_CT149),1.68189,1.81746,3621.64,461.515,460.908,0.607764,0.361134,2964
(Archaius_tigris_Caltig2;Trioceros_ituriensis_ZFMK55707),0.606798,0.601521,770.872,-nan,830.555,-nan,-nan,1731
(Archaius_tigris_Caltig2;Trioceros_jacksonii_CAS199070),2.42025,2.4086,8166.23,20.5058,20.1747,0.331037,0.310775,4190
(Archaius_tigris_Caltig2;Trioceros_johnstoni_Kibale_CAS201596),2.42671,2.40912,7669.75,26.9507,24.2513,2.6994,-1.18635,3935
(Archaius_tigris_Caltig2;Trioceros_kinetensis_Sudan_ZFMK_29714),0.618264,0.619307,822.218,-nan,847.12,-nan,-nan,1736
(Archaius_tigris_Caltig2;Trioceros_laterispinis_Udzungwa_MTSN5047),2.42425,2.39656,7141.2,28.2984,26.5969,1.70159,0.0291096,3699
(Archaius_tigris_Caltig2;Trioceros_melleri_Zomba_CT056),2.46944,2.43604,7856.46,18.6164,15.9802,2.63622,-0.477027,3945
(Archaius_tigris_Caltig2;Trioceros_montium_ZSM828),1.63683,1.75614,2526.55,351.58,347.674,3.90664,-1.19256,2194
(Archaius_tigris_Caltig2;Trioceros_narraioca_ZFMK84819),1.67248,1.79309,3049.11,292.134,290.587,1.54692,-1.11813,2627
(Archaius_tigris_Caltig2;Trioceros_oweni_fused),2.37593,2.38468,6851.71,39.334,38.4781,0.855935,0.106678,3585
(Archaius_tigris_Caltig2;Trioceros_quadricornis_fused),2.43796,2.40476,8354.25,44.6323,43.1682,1.46407,0.98411,4296
(Archaius_tigris_Caltig2;Trioceros_rudis_Ngorongoro_CT114),2.46976,2.44294,7711.16,10.8344,8.88671,1.9477,0.553033,3849
(Archaius_tigris_Caltig2;Trioceros_schubotzi_MtKenay_CT211),2.4711,2.43392,7491.28,6.78362,6.43219,0.351429,0.0272285,3770
(Archaius_tigris_Caltig2;Trioceros_sternfeldi_MtMeru_CT326),2.4526,2.43048,7884.21,12.0379,10.354,1.6839,0.588231,3975
(Archaius_tigris_Caltig2;Trioceros_tempeli_Njombe_CT187),2.42552,2.39979,7974.97,12.4136,12.2171,0.196546,0.256086,4119
(Archaius_tigris_Caltig2;Trioceros_werneri_Udzungwa_MTSN8690),2.39568,2.37703,7057.05,25.4238,24.2229,1.20083,-0.0887107,3714
(Archaius_tigris_Caltig2;Trioceros_wiedersheimi_ZSM855),1.9847,2.07066,2674.19,114.751,114.14,0.611661,-0.393578,1811
(Archaius_tigris_Caltig2;Sphenodon_punctatus_AF534390),1.69885,1.65384,4071.89,36.4792,31.5783,4.90088,2.07783,4296
(Archaius_tigris_Caltig2;Dibamus_sp_AY649149),1.89376,1.84226,4735.83,51.1484,47.899,3.24941,-0.00710095,4056
(Archaius_tigris_Caltig2;Coleonyx_variegatus_NC008774),1.85441,1.81067,4962.36,42.0367,33.9373,8.09946,2.12113,4411
(Archaius_tigris_Caltig2;Gekko_gecko_NC007627),1.84235,1.7826,4923.56,39.397,34.9845,4.4125,1.69067,4510
(Archaius_tigris_Caltig2;Acontias_meleagris_AY028880),1.8597,1.84553,4851.55,32.852,17.8616,14.9903,2.87014,4153
(Archaius_tigris_Caltig2;Mabuya_quinquetaeniata_DQ238906),1.82367,1.78078,4689.92,36.3176,31.1743,5.1433,1.82938,4298
(Archaius_tigris_Caltig2;Cordylosaurus_subtesselatus_AY217951),1.86631,1.8058,4039.17,25.8618,21.2304,4.63136,0.85471,3606
(Archaius_tigris_Caltig2;Cordylus_namaquensis_AY217950),1.89473,1.84102,5085.45,45.7942,39.5685,6.22566,1.6202,4367
(Archaius_tigris_Caltig2;Lepidophyma_flavimaculatum_NC008775),1.64756,1.61468,2640.01,79.5998,76.1949,3.40489,0.503653,2869
(Archaius_tigris_Caltig2;Xantusia_vigilis_AY217993),1.86782,1.82709,4744.41,26.9318,17.6944,9.23736,2.17992,4149
(Archaius_tigris_Caltig2;Lacerta_viridis_NC008328),1.94098,1.89901,4904.98,52.2493,46.8759,5.3734,-0.350574,3975
