Sequences compared,Sat_test_Cassius_1,Sat_test_Cassius_2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(Amphix_CO318; Cryptognatha_CO727),2.21069,2.2336,3319.43,6.71285,3.35795,3.3549,-1.41541,1971
(Amphix_CO318; Cryptolaemus_AG05),2.21002,2.24126,3148.52,10.8952,9.28722,1.60803,-0.314042,1828
(Amphix_CO318; Cryptolaemus_ccoc238),2.48138,2.42972,2464.43,12.4013,9.81206,2.5892,-0.697705,1300
(Amphix_CO318; Curticornis_ccoc228),2.17017,2.18445,3145.53,6.45033,5.38459,1.06575,0.481187,1953
(Amphix_CO318; Cynegetis_ccoc226),2.32684,2.29173,2163.84,16.7609,15.8163,0.94461,0.652642,1275
(Amphix_CO318; Cyra_ccoc232),2.22552,2.23573,3077.94,8.5868,6.92093,1.66587,-0.0816724,1833
(Amphix_CO318; Delphastus_CO577),2.17965,2.19264,3222.25,20.9582,6.53613,14.422,-2.25349,1981
(Amphix_CO318; Diomus_ccoc165),2.24301,2.25788,3280.55,18.6869,16.6057,2.08119,-0.811231,1898
(Amphix_CO318; Diomus_ccoc175),2.22852,2.2561,3281.77,23.1403,19.8973,3.243,-0.726975,1881
(Amphix_CO318; Epilachna_ccoc052),2.2005,2.22429,3338.81,4.80242,2.41724,2.38517,-1.30317,1987
(Amphix_CO318; Erithionyx_ccoc072),2.24892,2.26289,3446.03,14.2646,11.2928,2.97178,0.135036,1990
(Amphix_CO318; Exochomus_ccoc211),2.2261,2.24718,3115.25,3.70432,1.8817,1.82263,0.752606,1851
(Amphix_CO318; Exochomus_ccoc214),1.97327,2.00626,2072.21,1.03215,0.698877,0.333271,-0.341049,1267
(Amphix_CO318; Ghanius_ccoc116),2.2227,2.25753,3347.54,11.3586,2.87009,8.48851,-1.79466,1934
(Amphix_CO318; Glomerella_ccoc112),2.4422,2.40438,2513.03,7.52131,6.59766,0.923646,-0.776792,1339
(Amphix_CO318; Guillermo_ccoc070),2.40242,2.36115,2466.66,7.54379,5.56409,1.9797,-0.65786,1370
(Amphix_CO318; Habrolotis_ccoc170),1.82334,1.82055,860.03,7.45738,5.30376,2.15362,0.32347,610
(Amphix_CO318; Halmus_CO467),2.19263,2.21859,3290.17,5.18253,4.06303,1.1195,0.607303,1979
(Amphix_CO318; Halyzia_ccoc041),2.11103,2.13281,2968.14,8.71806,7.03956,1.67849,-0.448907,1912
(Amphix_CO318; Hippodamia_CO627),2.17899,2.20394,3254.84,2.30697,1.59477,0.712203,0.0710067,1983
(Amphix_CO318; Horniolus_ccoc135),2.70317,2.55004,1286.24,4.15385,3.08413,1.06971,0.226207,680
(Amphix_CO318; Hyperaspis_ccoc224),2.25975,2.29041,3397.39,11.5205,10.3248,1.19569,-0.576082,1915
(Amphix_CO318; Hypoceras_ccoc074),2.20451,2.23538,3240.19,4.49944,2.83678,1.66266,0.121018,1919
(Amphix_CO318; Illeis_cincta_ccoc046),2.11315,2.12328,2403.74,9.73867,6.83168,2.907,-1.02023,1572
(Amphix_CO318; Irracilda_ccoc078),2.37297,2.34583,2378.92,5.18422,1.21454,3.96968,-0.557274,1337
(Amphix_CO318; Jauravia_ccoc145),2.34087,2.32094,2245.07,10.7716,9.24589,1.52575,0.0241937,1292
(Amphix_CO318; Lorma_ccoc113),2.25067,2.26801,3362.84,10.327,8.01327,2.31371,0.880701,1940
(Amphix_CO318; Lotis_ccoc146),2.20285,2.20198,3283,21.9083,20.8353,1.07306,-0.069292,1986
(Amphix_CO318; Lotis_ccoc147),2.31121,2.28421,2113.06,13.741,11.8587,1.88225,-0.304429,1248
(Amphix_CO318; Microrhyzobius_ccoc166),1.99646,2.02333,2117.54,5.23121,3.40587,1.82534,-0.737051,1291
(Amphix_CO318; Microweisea_ccoc121),2.09592,2.10916,3003.75,4.80627,3.62663,1.17964,-0.347343,1989
(Amphix_CO318; Monocoryna_AG01),2.30348,2.33361,3488.54,18.5691,10.8842,7.68491,-1.22493,1906
(Amphix_CO318; Nephus_ccoc215),2.27292,2.29402,3240.23,16.6424,3.19673,13.4457,-0.45096,1849
(Amphix_CO318; Nesolotis_ccoc245),2.7973,2.62248,1188.83,11.3791,11.2466,0.132432,-0.179201,595
(Amphix_CO318; Nexophallus_ccoc247),2.36704,2.34462,2352.38,3.43769,1.20711,2.23057,0.118699,1319
(Amphix_CO318; Orcus_CO587),2.23717,2.2651,3426.26,14.8227,9.9507,4.87196,-1.38984,1983
(Amphix_CO318; Ortalia_ccoc060),1.83478,1.87187,1867.98,9.54381,4.52859,5.01522,-1.35636,1285
(Amphix_CO318; Paraphellus_ccoc139),2.17546,2.21402,3177.63,10.1149,6.92786,3.18703,-1.45071,1909
(Amphix_CO318; Pentilia_ccoc126),2.8086,2.65085,1405.96,2.23762,1.19345,1.04417,-0.53383,691
(Amphix_CO318; Periptyctus_ccoc233),2.79688,2.65911,1378.2,5.19524,3.93,1.26523,-0.973812,670
(Amphix_CO318; Periptyctus_CO712),2.71897,2.58039,1310.89,7.24848,4.04031,3.20817,-1.19042,678
(Amphix_CO318; Platynaspis_ccoc082),2.21027,2.21544,3155.22,21.7367,11.0307,10.706,0.248658,1900
(Amphix_CO318; Plotina_ccoc143),2.17683,2.19456,3249.92,9.29777,7.1128,2.18497,-0.224431,1991
(Amphix_CO318; Poorani_ccoc088),2.23367,2.2488,3285.46,4.99893,3.40759,1.59134,-0.5607,1924
(Amphix_CO318; Poria_CO720),2.24839,2.26136,3427.81,8.96668,3.75742,5.20926,-1.57595,1988
(Amphix_CO318; Prodrilis_ccoc106),2.38188,2.36412,2473.62,2.34733,1.78877,0.558565,0.23037,1365
(Amphix_CO318; Pseudazya_ccoc227),2.29838,2.27859,2141.07,12.6296,10.0998,2.52985,-0.17163,1278
(Amphix_CO318; Pseudoscymnus_ccoc137),2.13311,2.16849,3181.77,0.86433,0.774195,0.0901344,-0.0745687,1991
(Amphix_CO318; Rhynchortalia_ccoc241),2.25497,2.27734,3195.51,10.0436,7.72494,2.31862,-1.17374,1820
(Amphix_CO318; Rhyzobius_ccoc075),2.88209,2.69956,1495.74,6.7218,6.10823,0.613573,-0.633557,697
(Amphix_CO318; Rhyzobius_ccoc102),2.20352,2.21602,3295.52,11.9841,10.5426,1.44153,-0.257198,1977
(Amphix_CO318; Rhyzobius_ccoc176),2.35547,2.34177,2261.52,11.8951,10.6087,1.2864,0.0657014,1272
(Amphix_CO318; Rhyzobius_ccoc219),2.21788,2.23792,3315.27,15.7779,11.5898,4.18816,-0.681028,1959
(Amphix_CO318; Rhyzobius_ccoc222),2.32237,2.30155,2167.37,13.0856,10.9828,2.10274,-0.34457,1271
(Amphix_CO318; Rodolia_ccoc172),1.89573,1.91135,982.274,7.91633,4.7013,3.21503,0.0469639,681
(Amphix_CO318; Rodolia_ccoc174),2.08711,2.09491,2862.41,18.5315,17.8776,0.653846,0.52478,1923
(Amphix_CO318; Roger_ccoc164),2.31469,2.28617,2206.73,15.7821,12.209,3.5731,-0.186668,1297
(Amphix_CO318; Sarapidius_AG09),2.13763,2.14917,3068.12,3.2007,0.594202,2.6065,-0.412793,1966
(Amphix_CO318; Sasajiella_ccoc142),2.26883,2.28168,3290.57,5.66553,2.26282,3.40271,-1.56014,1873
(Amphix_CO318; Scymnodes_ccoc155),2.25454,2.28273,3302.76,11.5001,9.49715,2.00299,-0.811857,1871
(Amphix_CO318; Scymnodes_ccoc237),2.24239,2.24122,3166.87,15.878,13.3021,2.57597,-1.36291,1873
(Amphix_CO318; Scymnomorphus_ccoc178),2.2013,2.22875,3339.52,44.9907,34.6889,10.3018,-1.69258,1988
(Amphix_CO318; Scymnus_ccoc129),2.44471,2.4201,2597.98,4.79894,0.666502,4.13244,0.317668,1375
(Amphix_CO318; Scymnus_ccoc216),2.28919,2.31581,3304.94,4.29,2.02373,2.26626,-1.0229,1846
(Amphix_CO318; Seladia_COC224),2.18535,2.20227,3097.86,7.9682,0.0595011,7.9087,-0.948481,1885
(Amphix_CO318; Selvadius_CO822),2.23092,2.24528,3374.74,6.85295,5.71228,1.14067,-0.383017,1982
(Amphix_CO318; Serangium_ccoc140),2.16861,2.19272,3057.07,19.5767,4.29767,15.279,-2.56019,1872
(Amphix_CO318; Stethorus_ccoc107),2.391,2.36311,2485.48,5.52652,1.39293,4.1336,-1.1947,1380
(Amphix_CO318; Sticholotis_ccoc148),2.23669,2.26271,3173.05,14.1623,4.57012,9.59218,-0.229153,1839
(Amphix_CO318; Subcoccinella_ccoc221),2.24026,2.25404,3373.5,10.7196,10.3631,0.356493,-0.231552,1962
(Amphix_CO318; Sumnius_ccoc161),2.22737,2.25388,3358.42,5.14292,3.98375,1.15917,-0.471064,1951
(Amphix_CO318; Synonychomorpha_ccoc100),2.20152,2.22737,3291.38,9.71136,7.99342,1.71794,-0.00133131,1942
(Amphix_CO318; Telsimia_ccoc173),2.21329,2.23843,3305.34,4.93356,1.2881,3.64546,-1.80467,1936
(Amphix_CO318; Tenuisvalvae_ccoc130),2.26454,2.28002,3500.27,17.3387,14.8986,2.44005,0.102202,1993
(Amphix_CO318; Tetrabrachys_ccoc249),2.2091,2.22176,3083.54,12.4638,9.91882,2.54503,-0.2932,1830
(Amphix_CO318; Trichorcus_ccoc087),2.67523,2.53032,1212.76,2.11698,0.667484,1.4495,-0.689934,658
(Apolinus_ccoc239; Aspidimerus_ccoc134),3.06398,2.84245,1447.19,3.90043,2.06626,1.83417,-0.141373,601
(Apolinus_ccoc239; Axion_ccoc123),2.5868,2.50844,2413.92,2.49218,2.27919,0.212989,0.33147,1189
(Apolinus_ccoc239; Brachiacantha_ccoc124),3.15772,2.93059,1542.5,6.6,4.26476,2.33524,-1.02906,602
(Apolinus_ccoc239; Brumoides_ccoc098),2.42073,2.39808,2069.08,19.5883,13.7323,5.85602,-1.71743,1131
(Apolinus_ccoc239; Bucolellus_ccoc144),2.49915,2.41764,2372.62,15.3301,14.0373,1.29275,1.08222,1214
(Apolinus_ccoc239; Bucolus_ccoc056),1.79788,1.78909,764.542,21.2939,21.1886,0.105275,0.0317715,562
(Apolinus_ccoc239; Bulaea_AG04),2.45804,2.40836,2247.45,17.7776,12.8763,4.90131,-1.45249,1195
(Apolinus_ccoc239; Carinodulinka_ccoc109),1.75456,1.74858,697.38,3.10053,1.81224,1.2883,-0.230645,562
(Apolinus_ccoc239; Cephaloscymnus_ccoc111),2.4381,2.41956,2152.63,17.0898,12.3569,4.73285,-1.49184,1149
(Apolinus_ccoc239; Chaetolotis_ccoc069),2.54893,2.46781,2482.64,17.0652,16.4729,0.592275,-0.649889,1214
(Apolinus_ccoc239; Chilocorellus_AGNM04),2.46796,2.47472,2281.06,29.7494,25.2173,4.53213,-1.54654,1187
(Apolinus_ccoc239; Chilocorus_ccoc118),2.9799,2.78046,1312.91,7.56275,4.58587,2.97687,-0.270299,596
(Apolinus_ccoc239; Chnoodes_ccoc231),3.20259,2.94987,1517.29,5.47619,1.71156,3.76463,-0.851091,580
(Apolinus_ccoc239; Chnootriba_ccoc210),2.54381,2.49989,2317.64,5.9406,4.56717,1.37343,0.431552,1145
(Apolinus_ccoc239; Coccidophilus_AGNM05),2.26025,2.19039,1861.19,4.23562,0.913774,3.32185,-0.439855,1186
(Apolinus_ccoc239; Coccidula_ccoc223),2.50134,2.44879,2232.63,8.71956,4.26817,4.45138,-1.53786,1142
(Apolinus_ccoc239; Coccinella_CO571),2.37914,2.37183,1799.75,18.0365,13.796,4.24046,-1.33888,979
(Apolinus_ccoc239; Cranophorus_AG06),2.55418,2.51121,2423.32,10.1569,9.71861,0.438315,0.605854,1199
(Apolinus_ccoc239; Cryptognatha_CO727),2.51735,2.48545,2361.51,25.7582,20.92,4.83825,-0.940764,1186
(Apolinus_ccoc239; Cryptolaemus_AG05),2.5761,2.56037,2371.9,7.85454,7.08644,0.768103,0.31846,1142
(Apolinus_ccoc239; Cryptolaemus_ccoc238),3.26883,2.97932,1642.55,5.73333,1.66281,4.07052,1.0482,603
(Apolinus_ccoc239; Curticornis_ccoc228),2.42975,2.38418,2121.97,14.9345,10.6634,4.27108,-1.46163,1140
(Apolinus_ccoc239; Cynegetis_ccoc226),2.59233,2.48579,2342.47,4.94285,0.701363,4.24149,-1.62602,1124
(Apolinus_ccoc239; Cyra_ccoc232),2.5364,2.48252,2275.37,5.40196,3.93488,1.46707,-0.579761,1128
(Apolinus_ccoc239; Delphastus_CO577),2.30033,2.25606,1960.62,15.0529,9.34316,5.70971,-1.85832,1188
(Apolinus_ccoc239; Diomus_ccoc165),2.57022,2.52218,2391.8,10.9206,5.79779,5.12285,-1.83521,1164
(Apolinus_ccoc239; Diomus_ccoc175),2.56301,2.53814,2329.96,7.12122,2.82527,4.29595,-1.45102,1144
(Apolinus_ccoc239; Epilachna_ccoc052),2.52637,2.4922,2402.54,10.3948,10.2734,0.121454,-0.278388,1207
(Apolinus_ccoc239; Erithionyx_ccoc072),2.57989,2.53337,2503.78,8.11661,4.22171,3.89491,0.77825,1213
(Apolinus_ccoc239; Exochomus_ccoc211),2.40566,2.36855,2037.45,25.5119,23.2684,2.24357,-0.296634,1109
(Apolinus_ccoc239; Exochomus_ccoc214),1.91795,1.92036,842.534,10.414,6.69767,3.71634,-nan,562
(Apolinus_ccoc239; Ghanius_ccoc116),2.5679,2.55691,2510.12,20.2321,13.407,6.82512,-2.20595,1212
(Apolinus_ccoc239; Glomerella_ccoc112),3.19994,2.94364,1701.5,-nan,0.900262,-nan,-nan,651
