Sequences,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1977_Avian_A_turkey_England_647_77_United_Kingdom_H7N7),2.41653,2.41599,3326.32,12.9984,4.20347,8.79497,-0.176723,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1977_Avian_A_widgeon_Alberta_284_1977_Canada_H7N3),2.0748,2.07054,2433.82,0.902928,0.242805,0.660123,0.437716,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1978_Avian_A_duck_Hong_Kong_293_1978_Hong_Kong_H7N2),2.42618,2.42305,3347.41,8.7966,5.13642,3.66018,0.182562,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1978_Avian_A_duck_Hong_Kong_301_1978_Hong_Kong_H7N2),2.43041,2.42727,3358.35,8.8208,5.15624,3.66457,0.183749,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1979_Avian_A_African_starling_England-Q_983_1979_United_Kingdom_H7N1),2.39784,2.39461,3274.89,12.9269,4.33644,8.59049,0.50526,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1979_Avian_A_chicken_Germany_01_1979_Germany_H7N7),2.39088,2.39606,3301.82,-nan,3.36859,-nan,-nan,1692
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1979_Avian_A_pintail_Alberta_21_1979_Canada_H7N_),2.05911,2.05272,2393.85,1.98773,1.08021,0.907524,0.707675,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1979_Avian_A_turkey_England_192-328_79_United_Kingdom_H7N3),2.41156,2.41154,3317.14,12.3539,4.94783,7.40608,-0.216151,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1979_Avian_A_turkey_Israel_Ramon_79_Israel_H7N2),2.40716,2.40507,3300.13,12.1799,4.49817,7.6817,0.581838,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1979_Avian_A_turkey_Tennessee_1_1979_USA_H7N3),2.05537,2.05045,2386.23,1.67376,0.242942,1.43081,0.75876,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1980_Avian_A_duck_Potsdam_15_1980_Germany_H7N7),2.42296,2.42289,3342.47,13.95,5.81234,8.13767,0.040972,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1980_Avian_A_macaw_England_626_80_United_Kingdom_H7N7),2.4235,2.41917,3336.46,10.0398,2.98299,7.05684,-0.729849,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1980_Avian_A_pheasant_Minnesota_917_1980_USA_H7N3),2.06708,2.05941,2406.7,3.36875,1.77783,1.59092,0.702755,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1980_Avian_A_turkey_Minnesota_1138_1980_USA_H7N3),2.05193,2.04617,2380.03,2.244,0.949897,1.29411,0.692328,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1980_Avian_A_turkey_Minnesota_1200_1980_USA_H7N3),2.06735,2.06135,2410.31,2.8109,1.32797,1.48293,0.525611,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1982_Avian_A_chicken_England_71_82_United_Kingdom_H7N1),2.42838,2.42395,3320.59,10.3936,4.35158,6.04198,-1.36896,1668
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1982_Avian_A_turkey_MN_24552_1982_USA_H7N3),2.06634,2.05977,2405.69,3.21199,1.42075,1.79124,0.539222,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1985_Avian_A_chicken_Victoria_1_1985_Australia_H7N7),2.36795,2.37108,3236.24,6.43044,2.562,3.86844,0.403481,1692
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1985_Avian_A_duck_Hubei_126_1985_China_H7N8),2.43532,2.43076,3366.66,8.84677,4.88299,3.96377,0.474763,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1985_Avian_A_green-winged_teal_ALB_228_1985_Canada_H7N3),2.05884,2.05231,2388.1,2.43449,1.54416,0.890331,0.451156,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1985_Avian_A_mallard_duck_Alberta_435_1985_Canada_H7N3),2.0747,2.06912,2424.95,2.78672,0.897648,1.88907,0.909928,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1985_Avian_A_starling_Victoria_1985_Australia_H7N7),2.37115,2.37408,3243.14,6.33937,2.36702,3.97235,0.397756,1692
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1986_Avian_A_duck_Heinersdorf_S495_6_86_Germany_H7N7),2.39715,2.39578,3274.02,11.0395,3.09094,7.94857,0.0639575,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1987_Avian_A_chicken_Jena_1816_87_Germany_H7N7),2.38704,2.38705,3251.71,12.3796,1.39944,10.9802,-0.103353,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1987_Avian_A_mallard_Ohio_421_1987_USA_H7N8),2.06403,2.05795,2404.18,2.81263,1.39189,1.42074,0.0150472,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1988_Avian_A_ruddy_turnstone_DE_2378_1988_USA_H7N7),2.04743,2.04177,2366.59,1.92487,1.02453,0.90034,0.477084,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1988_Avian_A_turkey_Minnesota_1_1988_USA_H7N9),2.06516,2.06006,2407.04,1.23173,0.407665,0.824069,0.348352,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1989_Avian_A_non-psittacine_England-Q_1985_89_United_Kingdom_H7N7),2.33957,2.33688,3129.85,7.47719,1.9275,5.54969,0.644541,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1989_Avian_A_red_knot_NJ_325_1989_USA_H7N7),2.05321,2.04666,2382,2.94704,1.08063,1.86641,0.110542,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1991_Avian_A_ostrich_South_Africa_1991_South_Africa_H7N1),2.37182,2.37104,3210.27,12.6992,2.09137,10.6079,0.633844,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1991_Avian_A_psittacine_Italy_1_91_Italy_H7N2),2.39195,2.39177,3267.41,8.00935,2.72927,5.28008,0.471374,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1992_Avian_A_chicken_Victoria_1_92_Australia_H7N3),2.32855,2.32887,3127.41,3.74983,1.34272,2.40711,-0.12898,1689
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1992_Avian_A_duck_Nanchang_1904_1992_China_H7N1),2.37825,2.37516,3226.77,10.0301,2.06474,7.96532,0.422059,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1992_Avian_A_softbill_CA_33445-158_1992_USA_H7N1),2.35376,2.35202,3170.54,6.95491,2.36801,4.5869,0.453323,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1993_Avian_A_duck_Alaska_3111_1993_USA_H7N3),2.0515,2.04422,2371.5,2.23163,1.44185,0.789778,-0.0375048,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1993_Avian_A_gull_Italy_692-2_93_Italy_H7N2),2.39366,2.3934,3271.49,9.09259,3.41454,5.67805,0.457719,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1993_Avian_A_rhea_North_Carolina_39482_1993_USA_H7N1),2.0663,2.06378,2415,1.61201,0.0414445,1.57057,0.874524,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1994_Avian_A_Chicken_New_York_13142-5_94__USA_H7N2),2.05321,2.04876,2379.39,1.33982,1.04197,0.297847,0.0144158,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1994_Avian_A_chicken_Queensland_1994_Australia_H7N3),2.31709,2.31864,3103.94,5.57125,1.61305,3.9582,0.175455,1689
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1994_Avian_A_parakeet_Netherlands_267497_94_Netherlands_H7N1),2.37156,2.36965,3210.68,15.3476,2.07522,13.2723,0.626671,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1994_Avian_A_shorebird_Delaware_Bay_274_1994_USA_H7N5),2.06437,2.06237,2414.55,3.4881,0.116139,3.37196,1.67604,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1994_Avian_A_turkey_New_York_4450-5_1994_USA_H7N2),2.05182,2.04756,2378.52,2.08551,0.713065,1.37245,0.276923,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1995_Avian_A_Chicken_New_York_13833-7_95__USA_H7N2),2.04861,2.04476,2372.29,1.39228,0.719325,0.672958,0.164823,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1995_Avian_A_chicken_Queensland_667_95_Australia_H7N3),2.31634,2.31779,3102.55,5.80552,1.89209,3.91343,0.181284,1689
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1995_Avian_A_common_iora__Singapore_F89_95_Singapore_H7N1),2.37697,2.37358,3219.37,10.924,1.93926,8.98479,0.0691434,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1995_Avian_A_emu_TX_25414_1995_USA_H7N2),2.03045,2.0244,2329.24,2.62232,1.35675,1.26557,0.54346,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1996_Avian_A_Chicken_New_York_8030-2_96__USA_H7N2),2.04898,2.04411,2370.35,1.03347,0.654962,0.37851,0.298905,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1996_Avian_A_Guinea_Fowl_Pennsylvania_7777-1_96_USA_H7N2),2.02706,2.02421,2289.05,0.291022,0.136456,0.154566,0.0702963,1653
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1996_Avian_A_ostrich_South_Africa_M320_96_South_Africa_H7N7),2.35496,2.355,3177.58,15.3742,5.09563,10.2786,-0.240228,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1996_Avian_A_ruddy_turnstone_Delaware_Bay_135_1996_USA_H7N3),2.03859,2.03152,2343.42,2.53724,1.64165,0.895593,0.184484,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1997_Avian_A_chicken_New_South_Wales_2_1997_Australia_H7N4),2.30638,2.30458,3067.61,3.84859,1.29498,2.55361,0.616971,1689
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1997_Avian_A_chicken_PA_19241_1997_USA_H7N2),2.02472,2.02352,2291.74,0.420859,0.21385,0.207009,-0.154137,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1997_Avian_A_emu_New_South_Wales_775_1997_Australia_H7N4),2.30575,2.30498,3067.8,3.18388,0.856184,2.3277,0.623018,1689
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1998_Avian_A_chicken_NY_1387-8_98_USA_H7N2),2.03776,2.03449,2315.25,0.636562,0.355729,0.280833,-0.479041,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1998_Avian_A_goose_NY_8600-3_1998_USA_H7N2),2.01749,2.01395,2272.12,0.77142,0.267659,0.503761,0.370743,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1998_Avian_A_Mallard_Ohio_322_1998_USA_H7N3),2.05128,2.04285,2373.56,4.26566,2.82157,1.44409,1.03202,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1998_Avian_A_turkey_Northern_Ireland_VF-1545_C5_98_United_Kingdom_H7N7),2.39034,2.38893,3256.32,10.3414,0.457581,9.88383,0.501339,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1999_Avian_A_chicken_NJ_16224-6_1999_USA_H7N2),2.02504,2.02221,2289.93,1.11132,0.185874,0.925451,0.190006,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1999_Avian_A_Chicken_NY_14714-2_1999_USA_H7N3),2.05225,2.044,2376.58,3.1218,2.3256,0.796195,0.526714,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1999_Avian_A_chicken_NY_34173-3_99_USA_H7N2),2.00982,2.0065,2256.49,1.6383,0.380904,1.2574,-0.0533716,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1999_Avian_A_pintail_Minnesota_423_1999_USA_H7N3),2.05398,2.0496,2384.03,1.19264,0.288495,0.904149,0.551184,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1999_Avian_A_swan_Shimane_42_1999_Japan_H7N8),2.34801,2.34611,3159.83,14.2784,5.6833,8.59506,0.694,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1999_Avian_A_turkey_Italy_4617_1999_Italy_H7N1),2.35335,2.35064,3167.19,13.8598,5.0571,8.80269,0.575456,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2000_Avian_A_chicken_NY_30749-3_2000_USA_H7N2),2.01168,2.00909,2261.59,0.440117,0.0409004,0.399217,0.199232,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2000_Avian_A_mallard_Netherlands_12_2000_Netherlands_H7N3),2.3803,2.37815,3236.4,12.4575,4.24028,8.21719,0.506739,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2000_Avian_A_ruddy_turnstone_DE_1538_2000_USA_H7N9),2.02114,2.01746,2318.89,0.494084,0.103027,0.391056,0.386158,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2000_Avian_A_turkey_Italy_4426_2000_Italy_H7N1),2.36539,2.36263,3191.88,17.9171,3.84704,14.07,0.429562,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2001_Avian_A_Black_Duck_Ohio_415_2001_USA_H7N3),2.05923,2.05638,2399.06,1.62242,0.169687,1.45274,0.559751,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2001_Avian_A_chicken_Italy_322_2001_Italy_H7N1),2.35491,2.35458,3170.98,15.9551,4.71078,11.2444,0.95245,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2001_Avian_A_chicken_NY_119256-7_2001_USA_H7N2),2.02749,2.02688,2300.72,1.1637,0.295702,0.868003,-0.0948485,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2001_Avian_A_duck_Mongolia_47_2001_Mongolia_H7N1),2.37929,2.37706,3234.29,13.3631,5.3102,8.05289,0.561242,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2001_Avian_A_guinea_fowl_NJ_119063-8_2001_USA_H7N2),2.01956,2.01771,2280.41,0.622126,0.0246022,0.597524,0.286911,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2001_Avian_A_mallard_Alberta_22_2001_Canada_H7N3),2.05461,2.04873,2380.25,2.77684,1.73672,1.04013,0.885552,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2001_Avian_A_mallard_Italy_33_01_Italy_H7N3),2.36821,2.36533,3205.75,15.2857,6.18634,9.09934,0.492224,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2001_Avian_A_turkey_Germany_R11_2001_Germany_H7N7),2.37281,2.37052,3219.5,13.0218,5.21795,7.80387,0.574491,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2002_Avian_A_chicken_NJ_151244-18_02_USA_H7N2),2.0301,2.02756,2300.91,1.36366,0.0512933,1.31237,0.575093,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2002_Avian_A_chicken_NJ_608_02_USA_H7N2),2.02531,2.02315,2291.93,1.07747,0.268446,0.809028,0.0501191,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2002_Avian_A_mallard_Italy_250_02_Italy_H7N1),2.35933,2.35497,3150.89,17.0087,5.98361,11.0251,0.636282,1668
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2002_Avian_A_mallard_Sweden_105_2002_Sweden_H7N7),2.35308,2.34933,3171.46,13.7341,5.13046,8.60366,0.678199,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2002_Avian_A_mallard_Sweden_56_2002_Sweden_H7N7),2.35887,2.35836,3175.7,11.1141,0.487029,10.6271,0.0912229,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2002_Avian_A_shorebird_Delaware_Bay_53_2002_USA_H7N3),2.00292,1.99783,2276.39,1.33839,0.828537,0.509854,-0.132659,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2003_Avian_A_chicken_CT_260413-2_2003_USA_H7N2),1.99972,1.99877,2242.45,1.10617,0.561846,0.544321,0.0105172,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2003_Avian_A_chicken_Netherlands_1_03_Netherlands_H7N7),2.36424,2.3627,3212.72,13.7135,5.29424,8.41929,0.42188,1689
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2003_Avian_A_turkey_Italy_2684_2003_Italy_H7N3),2.3701,2.36821,3213.24,15.7002,5.38669,10.3135,0.381749,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2004_Avian_A_chicken_DE_HOBO_2004_USA_H7N2),2.00227,1.99893,2240.11,1.55727,0.65033,0.906936,0.408687,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2004_Avian_A_chicken_NJ_294508-12_2004_USA_H7N2),2.00789,2.00789,2260.44,1.13571,0.241016,0.894696,0.392853,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2004_Avian_A_duck_Italy_4692-9_2004_Italy_H7N_),2.37826,2.37335,3222.28,14.94,6.10284,8.8372,0.528555,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2004_Avian_A_green-winged_teal_MD_648_2004_USA_H7N3),2.04535,2.04158,2366.99,1.16613,0.444874,0.721256,0.758606,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2004_Avian_A_mallard_Sweden_7206_2004_Sweden_H7N7),2.35411,2.35471,3177.79,12.4337,5.03748,7.39627,0.0375944,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2004_Avian_A_turkey_Italy_3337_2004_Italy_H7N3),2.36208,2.35823,3183.66,13.2472,2.96809,10.2792,-0.0609698,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2005_Avian_A_chicken_Canada_314514-1_2005_Canada_H7N3),2.04498,2.03967,2362.31,2.04308,0.556538,1.48654,0.957867,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2005_Avian_A_chicken_New_York_23164-6_2005_USA_H7N2),1.99966,1.99617,2235.87,1.95689,0.843076,1.11381,-0.0128616,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2005_Avian_A_chicken_New_York_79672_2005_USA_H7N2),2.01219,2.01273,2271.23,0.976938,0.424971,0.551967,0.296787,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2005_Avian_A_mallard_Netherlands_9_2005_Netherlands_H7N7),2.36398,2.36172,3192.14,17.3721,6.23184,11.1403,0.622993,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2005_Avian_A_Northern_shoveler_NC_6412-052_2005_USA_H7N6),2.06239,2.05716,2399.44,1.7549,0.743009,1.01189,0.646924,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2005_Avian_A_turkey_New_York_122501-2_2005_USA_H7N2),2.01624,2.01435,2273.1,1.60708,0.544822,1.06225,-0.130313,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2006_Avian_A_chicken_New_York_19495-3_2006_USA_H7N2),2.00977,2.00632,2256.07,1.50365,0.478671,1.02498,-0.210107,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2006_Avian_A_guineafowl_NY_4649-18_2006_USA_H7N2),2.00898,2.00998,2264.65,0.749734,0.39363,0.356104,0.221383,1656
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2006_Avian_A_mallard_Interior_Alaska_6MP0984_2006_USA_H7N3),2.05291,2.04754,2378.02,1.23441,0.78078,0.453631,0.197876,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2006_Avian_A_northern_shoveler_Washington_44249-664_2006_USA_H7N6),2.06416,2.0592,2403.87,2.17596,0.640389,1.53557,0.935556,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2006_Avian_A_ruddy_turnstone_New_Jersey_549_2006_USA_H7N3),2.03522,2.02842,2338.9,3.14218,1.79915,1.34303,0.0278983,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2006_Avian_A_shoveler_Italy_2698-3_2006_Italy_H7N7),2.36185,2.36056,3193.27,15.044,5.96312,9.08089,0.375874,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2006_Avian_A_tufted_duck_PT_13771_2006_Portugal_H7N3),2.35543,2.35192,3169.88,18.0814,8.10867,9.97277,0.607867,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2007_Avian_A_cinnamon_teal_California_JN1310_2007_USA_H7N3),2.05216,2.04744,2376.22,1.0818,0.510325,0.571472,0.0855742,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2007_Avian_A_duck_Mongolia_720_2007_Mongolia_H7N6),2.34553,2.33914,3142.26,16.5974,7.36978,9.22765,0.529442,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2007_Avian_A_duck_Victoria_512_2007_Australia_c1997_H7N6),2.27106,2.26899,2972.44,4.37561,1.82801,2.5476,0.269943,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2007_Avian_A_mallard_Netherlands_22_2007_Netherlands_H7N1),2.36922,2.36963,3207.68,14.9902,7.53954,7.45069,0.301009,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2007_Avian_A_ruddy_turnstone_Delaware_Bay_124_2007_USA_H7N3),2.05917,2.05429,2393.66,1.1228,0.694314,0.428489,0.108688,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2007_Avian_A_turkey_Italy_5425_2007_Italy_H7N3),2.33794,2.33241,3089.13,11.6473,2.3379,9.30941,-0.039849,1668
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2008_Avian_A_Anas_crecca_Spain_1460_2008_Spain_H7N9),2.36154,2.36268,3197.91,13.4458,4.25566,9.19015,-0.0570922,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2008_Avian_A_blue-winged_teal_Guatemala_CIP049-01_2008_Guatemala_H7N9),2.05901,2.05625,2397.9,1.04075,0.302128,0.738623,-0.108514,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2008_Avian_A_northern_shoveler_California_HKWF2031_2008_USA_H7N3),2.05408,2.04829,2382.89,1.39761,0.653964,0.743642,0.675633,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2009_Avian_A_green-winged_teal_California_1841_2009_USA_H7N3),2.03989,2.03598,2357.79,1.50056,0.572925,0.927631,0.928634,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2009_Avian_A_swan_Slovenia_53_2009_Slovenia_H7N7),2.35266,2.35283,3174.53,13.4599,3.82446,9.63547,0.934914,1683
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2001_Avian_A_cinnamon_teal_Bolivia_4537_2001_Bolivia_H7N3),2.08763,2.07941,2443.19,6.50683,4.33425,2.17257,-0.680151,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2002_Avian_A_chicken_Chile_176822_02_Chile_H7N3),2.07681,2.06991,2425.61,5.83689,3.51627,2.32062,0.209394,1680
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2002_Avian_A_chicken_Chile_184240-1_2002_Chile_H7N3),2.07605,2.07127,2447.24,5.81546,4.66007,1.15539,0.197275,1692
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2002_Avian_A_chicken_Chile_4977_02_Chile_H7N3),2.07355,2.06862,2441.92,6.21957,4.99453,1.22504,0.192105,1692
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;2002_Avian_A_turkey_Chile_4418_02_Chile_H7N3),2.07078,2.0652,2432.98,6.52772,5.01272,1.515,0.28235,1692
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1956_Equine_A_equine_Prague_1_1956_Czech_Republic_H7N7),2.11357,2.13107,2664.72,28.7083,27.0631,1.64523,-0.179654,1692
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1956_Equine_A_equine_Prague_2_1956_Czech_Republic_H7N7),2.11033,2.12814,2658.02,27.9037,26.5643,1.33945,-0.101572,1692
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1964_Equine_A_equine_Detroit_1_64_USA_H7N7),2.13612,2.1545,2714.86,27.923,27.5096,0.413397,0.298615,1692
(1935_Avian_A_chicken_Brescia_1902_Italy_H7N7;1966_Equine_A_equine_Lexington_1_1966_USA_H7N7),2.14074,2.15833,2721.49,25.8433,25.3486,0.494743,0.227952,1692
