Sequences,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(Polymixia_loweiB;Aulostomus_maculatusA),2.10755,2.08462,12412.9,351.217,347.523,3.69361,-0.513499,8313
(Polymixia_loweiB;Aeoliscus_strigatusA),1.4106,1.48481,6841.84,280.62,280.089,0.531539,-0.232229,8316
(Polymixia_loweiB;Aulorhynchus_flavidusA),2.10358,2.07937,12423.5,499.583,485.728,13.8554,0.405499,8316
(Polymixia_loweiB;Gasterosteus_acuC),2.07584,2.05559,12149.7,421.423,407.759,13.6637,-0.63634,8316
(Polymixia_loweiB;Macrognathus_siamensisA),1.89635,1.90719,10404.2,52.9853,49.5146,3.47064,1.6287,8319
(Polymixia_loweiB;Monopterus_albusA),2.12682,2.10533,12673.7,332.985,326.452,6.53265,0.169856,8316
(Polymixia_loweiB;Anoplopoma_fimbriaA),1.97822,1.98249,11214.2,97.2774,89.2557,8.02171,1.33758,8316
(Polymixia_loweiB;Cottus_carolinaeA),1.88254,1.8982,10342.2,34.8219,28.6077,6.2142,0.961798,8316
(Polymixia_loweiB;Cyclopterus_lumpusA),2.20135,2.17978,13554.3,509.491,496.534,12.9572,-0.110139,8307
(Polymixia_loweiB;Hexagrammos_otakiiA),2.20482,2.18147,13604.7,556.893,548.948,7.94503,0.237077,8316
(Polymixia_loweiB;Sebastes_fasciatusA),2.45166,2.47776,17072.8,21.5391,18.1738,3.36525,0.908782,8283
(Polymixia_loweiB;Sebastes_ruberrimus),2.02855,2.10871,12773,735.925,731.644,4.28078,0.540302,8283
(Polymixia_loweiB;Sebastolobus_alascanusA),2.49346,2.52172,17733.3,42.2237,34.391,7.83267,0.898135,8310
(Polymixia_loweiB;Apogon_lateralisA),2.08893,2.06948,12230.5,308.148,301.172,6.97543,1.97529,8313
(Polymixia_loweiB;Cheilodipterus_quA),2.11931,2.09524,12553.5,375.694,368.764,6.93012,1.57212,8313
(Polymixia_loweiB;Seriola_dumeriliA),2.20011,2.1793,13559.3,463.634,452.384,11.2498,-0.42691,8319
(Polymixia_loweiB;Trachinotus_carolinusA),2.19873,2.16958,13486.7,508.797,497.548,11.249,-1.14545,8316
(Polymixia_loweiB;Ambloplites_rupestrisCB),2.17039,2.14131,13151.2,484.461,480.924,3.53763,0.230297,8316
(Polymixia_loweiB;Centrogenys_vaigiensisA),2.19686,2.17009,13482.9,506.121,498.059,8.06218,0.128836,8319
(Polymixia_loweiB;Centropomus_undecimalisA),2.16189,2.1382,13099.2,422.278,418.401,3.87654,1.41029,8319
(Polymixia_loweiB;Chaetodon_ornatissimusA),2.1726,2.14634,13195,447.79,438.194,9.59616,1.58801,8319
(Polymixia_loweiB;Forcipiger_flavissimusA),2.18953,2.16007,13394.6,535.894,524.545,11.3489,1.3184,8319
(Polymixia_loweiB;Ambassis_urotaeniaA),2.14445,2.12684,12873.9,312.181,309.564,2.61725,-0.37475,8316
(Polymixia_loweiB;Paracirrhites_arcatusA),2.19819,2.16916,13502.1,550.34,541.255,9.08525,-0.196528,8319
(Polymixia_loweiB;Cheilodactylus_variegatusA),2.4802,2.51036,17557.2,25.5791,15.4323,10.1468,1.10756,8316
(Polymixia_loweiB;Eucinostomus_lefroyiA),2.14867,2.12445,12908.6,397.025,391.503,5.52238,1.06843,8319
(Polymixia_loweiB;Eugerres_plumieriA),2.14643,2.12348,12885.2,380.941,375.53,5.41029,-0.271725,8316
(Polymixia_loweiB;Gramma_loretoA),2.15572,2.13288,13030,422.558,418.7,3.85741,0.851623,8319
(Polymixia_loweiB;Haemulon_sciurusA),2.23016,2.21581,13931.8,374.291,369.336,4.95479,-0.101694,8316
(Polymixia_loweiB;Inermia_vitattaA),2.48713,2.51228,17597.7,2.79576,0.876785,1.91898,1.08433,8316
(Polymixia_loweiB;Kuhlia_marginataA),2.17478,2.1502,13225.2,415.163,411.121,4.04195,0.878446,8319
(Polymixia_loweiB;Kyphosus_elegansA),2.2161,2.18692,13711.2,516.401,512.522,3.87932,0.247905,8319
(Polymixia_loweiB;Gazza_minutaA),2.16359,2.21697,13807.4,326.673,317.795,8.87835,0.0137828,8289
(Polymixia_loweiB;Leiognathus_equulusA),2.11891,2.1811,13441.8,465.051,459.746,5.30501,0.209184,8289
(Polymixia_loweiB;Lethrinus_erythropterusA),1.89436,1.91514,10501.3,12.1396,7.68372,4.45586,1.82086,8319
(Polymixia_loweiB;Monotaxis_grandoculisA),2.15021,2.12223,12927,479.406,474.225,5.1808,1.5262,8319
(Polymixia_loweiB;Lutjanus_biguttatusA),2.45141,2.47724,17105.5,15.3184,10.1319,5.18646,0.198415,8313
(Polymixia_loweiB;Lutjanus_mahogoni),1.73561,1.78028,9253.87,22.3613,19.2339,3.12746,0.64152,8313
(Polymixia_loweiB;Ocyurus_chrysurusA),1.87711,1.89695,10319.9,13.7121,9.29793,4.41419,0.476652,8319
(Polymixia_loweiB;Caulolatilus_princepsA),2.20286,2.18026,13568.8,447.363,441.357,6.00643,-0.232358,8319
(Polymixia_loweiB;Malacanthus_plumieriA),2.19523,2.25681,14390.5,412.511,399.678,12.833,1.32262,8319
(Polymixia_loweiB;Morone_chrysopsA),2.19212,2.16616,13405.5,453.227,443.076,10.1515,1.28576,8310
(Polymixia_loweiB;Pentapodus_caninusA),2.4535,2.47922,17183.8,31.3195,30.0513,1.26818,-0.131105,8319
(Polymixia_loweiB;Scolopsis_bilineataA),2.16546,2.14323,13161.7,506.777,496.943,9.83366,-0.311599,8319
(Polymixia_loweiB;Scolopsis_margaritiferA),2.44939,2.47526,17114.6,22.8365,18.5073,4.3292,1.52379,8319
(Polymixia_loweiB;Opistognathus_aurifronsA),1.63894,1.68714,8398.31,74.0492,69.8537,4.19541,-1.34529,8325
(Polymixia_loweiB;Maccullochella_peeliiA),2.17931,2.15362,13271.7,435.227,428.157,7.07035,0.898548,8319
(Polymixia_loweiB;Gadopsis_marmoratusA),1.89647,1.91176,10477,26.0626,24.7959,1.2667,0.723038,8325
(Polymixia_loweiB;Etheostoma_atripinneA),1.89525,1.91001,10458.1,32.6502,23.825,8.82521,2.75602,8319
(Polymixia_loweiB;Percina_caprodesA),1.9253,1.93629,10718.8,43.5384,32.8277,10.7107,3.15921,8319
(Polymixia_loweiB;Perca_flavescensA),1.70135,1.80205,10121.3,1519.86,1513.92,5.93827,1.65152,8325
(Polymixia_loweiB;Plesiops_melasA),2.14696,2.12974,12929.5,344.478,335.581,8.89689,0.746039,8319
(Polymixia_loweiB;Monocirrhus_polyacanthusA),1.91169,1.92227,10570.6,76.3057,72.9962,3.30947,1.89532,8319
(Polymixia_loweiB;Polycentrus_schomburgkiA),2.13553,2.10886,12728.2,429.111,415.571,13.5396,1.91224,8319
(Polymixia_loweiB;Stereolepis_gigasA),2.227,2.20242,13854.7,479.881,472.414,7.46677,-0.320497,8319
(Polymixia_loweiB;Chaetodontoplus_melanasomaA),1.93638,1.94846,10840.2,34.8948,33.0112,1.88364,-0.420532,8319
(Polymixia_loweiB;Holocanthus_passerA),1.96308,1.9698,11085.4,67.6665,61.3574,6.30911,-1.02078,8319
(Polymixia_loweiB;Pomacanthus_zonipectusA),1.97197,1.97767,11162.7,65.6389,62.8188,2.82007,-0.403697,8319
(Polymixia_loweiB;Congrogadus_subducensA),2.14928,2.12266,12910.3,438.518,436.258,2.26024,0.291943,8319
(Polymixia_loweiB;Pseudochromis_fridmaniA),2.14062,2.11241,12842.7,526.908,518.034,8.87382,-0.170547,8319
(Polymixia_loweiB;Labracinus_cyclophthalmusA),2.15677,2.12968,13038.4,524.569,518.179,6.39032,0.424358,8319
(Polymixia_loweiB;Ogilbynia_novaehollandaeA),2.13101,2.10594,12740.6,471.316,462.288,9.02803,0.58664,8319
(Polymixia_loweiB;Pholidochromis_cerasiaeA),2.12629,2.10279,12683.3,447.473,439.443,8.03045,-0.682648,8319
(Polymixia_loweiB;Aplodinotus_grunniensA),2.15766,2.13597,13030.8,376.806,368.434,8.37239,1.07439,8316
(Polymixia_loweiB;Leiostomus_xanthurusA),2.16662,2.14383,13126.1,404.269,395.687,8.58156,0.630051,8316
(Polymixia_loweiB;Menticirrhus_littoralisA),2.18024,2.15294,13274.4,462.961,450.138,12.8235,0.714235,8316
(Polymixia_loweiB;Cephalopholis_argusA),1.96651,1.9762,11135.5,41.7296,40.0984,1.63121,0.042796,8316
(Polymixia_loweiB;Hypoplecterus_puellaA),2.22873,2.28042,14624.9,297.85,290.284,7.56604,-0.762317,8316
(Polymixia_loweiB;Mycteroperca_microlepisA),2.16945,2.14323,13161.6,466.197,460.267,5.93039,1.26099,8316
(Polymixia_loweiB;Paralabrax_nebuliferA),2.15999,2.13699,13066.9,465.391,458.041,7.35015,-0.136425,8316
(Polymixia_loweiB;Pseudanthias_pascalusA),2.16319,2.13523,13089.1,522.743,517.05,5.69306,0.630721,8316
(Polymixia_loweiB;Rypticus_saponaceusA),2.15704,2.13536,13026.5,372.221,366.545,5.67561,1.40817,8316
(Polymixia_loweiB;Serranus_tigrinusA),1.93144,1.94675,10778,21.1054,20.2297,0.875739,-0.0223553,8316
(Polymixia_loweiB;Hemanthias_aureorubensA),1.91085,1.9271,10607,29.1713,20.0152,9.15607,-0.45305,8316
(Polymixia_loweiB;Lagodon_rhomboidesA),2.47388,2.49797,17421.8,14.1637,12.2534,1.91031,0.753078,8316
(Polymixia_loweiB;Stenotomus_chrysopsA),2.48511,2.50877,17569.7,16.1277,13.3877,2.74004,1.59057,8316
(Polymixia_loweiB;Toxotes_jaculatrixA),2.48344,2.50744,17543.4,25.6479,24.5538,1.09408,-0.0127342,8319
(Polymixia_loweiB;Cichla_temensisA),2.13607,2.10895,12750.1,416.708,402.92,13.7875,1.53365,8319
(Polymixia_loweiB;Etroplus_maculatusA),2.16014,2.12979,13013.6,497.895,477.481,20.4145,1.18118,8319
(Polymixia_loweiB;Heros_appendictulatusA),2.0832,2.06357,12175.9,303.216,285.54,17.6762,1.61862,8319
(Polymixia_loweiB;Heterochromis_multidensA),2.12838,2.10302,12661.9,378.727,370.401,8.32577,0.998421,8319
(Polymixia_loweiB;Herichthys_cyanoguttatus),1.48967,1.56138,7476.49,254.552,250.499,4.05358,1.37763,8319
(Polymixia_loweiB;Oreochromis_niloticus),1.69583,1.73704,8843.3,57.9037,51.3464,6.55738,1.03937,8319
(Polymixia_loweiB;Paratilapia_polleniA),2.17124,2.13991,13144.5,510.134,496.051,14.0828,1.66652,8319
(Polymixia_loweiB;Paretroplus_maculatusA),2.16094,2.13624,13040.1,393.623,385.792,7.83064,0.298599,8319
(Polymixia_loweiB;Ptychochromis_grandidieriB),2.05131,2.05028,11917.6,108.511,104.184,4.32731,1.39403,8319
(Polymixia_loweiB;Cymatogaster_aggregattaA),1.88398,1.89893,10329.6,26.4046,21.2662,5.13845,0.401095,8319
(Polymixia_loweiB;Damalichthys_vaccaA),2.15282,2.12578,12968.4,500.23,485.421,14.8083,0.0194972,8319
(Polymixia_loweiB;Embiotoca_jacksoniA),2.14323,2.11661,12860.7,486.073,471.739,14.3343,0.352112,8319
(Polymixia_loweiB;Embiotoca_lateralisA),1.90893,1.92525,10587.4,22.0873,17.3783,4.70897,0.730672,8319
(Polymixia_loweiB;Hyperprosopon_argenteumA),2.1282,2.10203,12683.5,461.484,447.762,13.7223,0.0505921,8319
(Polymixia_loweiB;Phanerodon_furcatusA),1.88314,1.90298,10363.7,13.0968,8.78746,4.30938,1.02354,8319
(Polymixia_loweiB;Bodianus_rufusA),1.91011,1.92098,10555.4,38.504,34.7575,3.74658,-0.651513,8316
(Polymixia_loweiB;Chlorurus_sordidusA),1.85257,1.8659,9976.88,43.0956,26.8087,16.2869,-2.52837,8316
(Polymixia_loweiB;Clepticus_parraeA),1.90291,1.91792,10522.5,26.5267,22.3081,4.21861,1.25228,8316
(Polymixia_loweiB;Coris_batuensisA),1.01412,1.11897,4790.7,977.598,968.712,8.88556,-1.45829,8316
(Polymixia_loweiB;Coris_gaimardA),1.89616,1.90613,10356.3,56.4447,44.3078,12.1369,-1.34109,8301
(Polymixia_loweiB;Diproctacanthus_xanB),1.65723,1.70194,8513.55,78.571,76.9658,1.60529,0.546492,8316
(Polymixia_loweiB;Epibulus_brevisA),2.09347,2.07052,12266.3,408.212,405.881,2.33122,-0.974471,8310
(Polymixia_loweiB;Epibulus_insidiatorA),1.96868,2.0429,12120.8,800.243,792.137,8.10571,-1.70375,8316
(Polymixia_loweiB;Gomphosus_variusA),1.83088,1.85638,9838.27,8.3065,6.69651,1.60999,0.218156,8307
(Polymixia_loweiB;Halichoeres_bivutatusA),2.08311,2.05846,12141.1,418.737,417.127,1.6096,0.701304,8301
(Polymixia_loweiB;Halichoeres_margaritaceusA),1.22679,1.32783,5942.89,623.978,614.168,9.80923,-0.577157,8316
(Polymixia_loweiB;Labrichthys_unilineatusA),1.87907,1.88741,10193.3,50.4789,46.6495,3.82945,-0.316515,8316
(Polymixia_loweiB;Labropsis_australisA),1.89056,1.90502,10364.2,30.4114,28.7865,1.62484,0.379326,8316
(Polymixia_loweiB;Lachnolaimus_maA),1.49849,1.57499,7582.29,266.36,265.717,0.643478,-0.791769,8319
(Polymixia_loweiB;Oxycheilinus_celibecusA),1.87382,1.88584,10170.8,45.9939,33.6912,12.3026,-1.44744,8304
(Polymixia_loweiB;Oxyjulis_californicusA),1.4492,1.52157,7131.21,231.948,229.494,2.4535,0.799847,8319
(Polymixia_loweiB;Pterogogus_enneacanthusA),2.10265,2.08133,12358.5,346.071,345.655,0.416097,-0.414848,8313
(Polymixia_loweiB;Tautoga_onitisA),1.65947,1.7089,8595.58,97.6979,94.2148,3.48302,0.509706,8316
(Polymixia_loweiB;Tautogolabrus_adspersusA),1.6588,1.70843,8595.29,90.7213,85.6549,5.06644,-0.0388535,8316
(Polymixia_loweiB;Xyrichtys_martinicensisA),2.11393,2.08701,12480.9,419.693,414.185,5.50851,0.499649,8316
(Polymixia_loweiB;Haletta_semifasciataA),1.54557,1.60226,7647.55,158.342,155.99,2.35194,0.197965,8322
(Polymixia_loweiB;Abudefduf_saxatilisA),2.22899,2.28412,14703.2,360.715,354.882,5.83306,1.00418,8319
(Polymixia_loweiB;Chromis_cyaneaA),1.97167,1.98432,11192.9,40.5106,32.9309,7.57972,2.5642,8319
(Polymixia_loweiB;Microspathodon_bairdiiA),2.18245,2.15988,13324.3,453.248,443.622,9.62522,1.84563,8319
(Polymixia_loweiB;Stegastes_leucostictusA),2.154,2.12924,12981.6,441.252,432.654,8.59807,0.978853,8319
(Polymixia_loweiB;Cetoscarus_bicolorA),2.01076,1.998,11385.6,259.206,247.812,11.3938,-2.23503,8313
(Polymixia_loweiB;Anarhichas_lupusA),2.18391,2.15402,13332,551.759,545.143,6.61594,0.627076,8316
(Polymixia_loweiB;Pholis_crasicepsA),2.19274,2.16217,13429.6,569.607,561.154,8.45349,1.52713,8310
(Polymixia_loweiB;Lycodes_terraenovae),1.73731,1.77901,9225.75,14.6157,11.9145,2.7012,0.458472,8310
(Polymixia_loweiB;Dissostichus_eleginoidesB),2.09079,2.06306,12208.4,494.17,491.902,2.26847,0.494933,8292
(Polymixia_loweiB;Chionobathyscus_dewittiB),2.09715,2.06721,12278.9,566.547,561.152,5.39505,-0.614796,8286
(Polymixia_loweiB;Bembrops_anatirostrisA),2.16491,2.22949,14088.6,469.378,464.358,5.01996,1.36595,8319
(Polymixia_loweiB;Bembrops_gobioidesA),2.2472,2.30242,14911.4,305.887,300.518,5.36861,0.879249,8319
(Polymixia_loweiB;Parapercis_clathrataA),2.16407,2.22118,13926.2,363.491,360.651,2.84047,1.22808,8319
(Polymixia_loweiB;Astroscopus_y_graecumA),2.16208,2.13884,13083,418.74,409.363,9.37709,0.610757,8316
(Polymixia_loweiB;Kathetostoma_averruncusA),2.44074,2.47009,17021.1,38.6724,38.4161,0.256274,0.0136788,8316
(Polymixia_loweiB;Pholidichthys_lB),1.83379,1.84638,9789.62,37.7444,35.061,2.68343,0.514039,8316
(Polymixia_loweiB;Meiacanthus_grammistesA),2.08844,2.06469,12223.5,450.743,442.127,8.61593,-1.00863,8316
(Polymixia_loweiB;Ophiblennius_atlanticusA),2.09851,2.07807,12323.5,375.953,369.161,6.79259,-0.0147673,8313
(Polymixia_loweiB;Chaenopsis_alepidotaA),2.10744,2.16298,13216.8,355.046,351.838,3.20812,-0.779283,8316
(Polymixia_loweiB;Gillellus_semicinctusA),1.86333,1.94675,11151.3,936.68,931.982,4.69844,-0.476951,8316
(Polymixia_loweiB;Labrisomus_multiporosaA),1.80184,1.82081,9537.02,53.4652,41.6171,11.8481,-2.39041,8316
(Polymixia_loweiB;Icosteus_aenigmaticusA),1.50203,1.61348,8902.14,2137.19,2135.61,1.58091,1.09122,8304
(Polymixia_loweiB;Diademichthys_lineatusA),1.98548,1.96491,11052.3,329.596,327.497,2.09895,0.595487,8307
(Polymixia_loweiB;Gobiesox_maeandricusA),1.56373,1.6039,7532.19,32.7446,31.3125,1.43209,-0.627897,8316
(Polymixia_loweiB;Odontobutis_potamophilaA),1.3782,1.44222,6359.49,241.113,240.72,0.392977,-0.185278,8292
(Polymixia_loweiB;Percottus_glenniA),1.78584,1.79595,9222.97,63.5465,62.2612,1.28528,-0.989045,8292
(Polymixia_loweiB;Eleotris_pisonisA),1.72045,1.73518,8615.42,24.5298,22.4849,2.04481,-0.617408,8292
(Polymixia_loweiB;Acanthurus_bahianusA),2.14735,2.12474,12882.1,389.553,385.006,4.54688,0.27441,8316
(Polymixia_loweiB;Ctenochaetus_strigosusA),2.16596,2.13978,13093.7,450.447,445.582,4.86496,1.07198,8316
(Polymixia_loweiB;Scatophagus_argusA),2.1365,2.11401,12775.5,349.41,347.419,1.9915,-0.117079,8319
(Polymixia_loweiB;Ruvettus_pretiosusA),2.22221,2.19112,13774.7,567.481,561.595,5.88596,0.860781,8313
(Polymixia_loweiB;Sarda_sardaA),2.18579,2.16247,13339.8,408.924,399.111,9.81266,2.14722,8313
(Polymixia_loweiB;Trichiurus_lepturusA),1.7246,1.82122,10249.3,1455.39,1449.81,5.57545,0.48216,8322
(Polymixia_loweiB;Cubiceps_baxteriA),2.17972,2.16218,13287.4,338.59,327.07,11.5205,1.9103,8313
(Polymixia_loweiB;Microctenopoma_nanumA),2.07898,2.06051,12122.9,296.767,285.3,11.4674,2.37707,8319
(Polymixia_loweiB;Ctenopoma_kingsleyaeA),1.9063,1.92,10539.1,35.4236,27.1451,8.27849,2.26933,8319
(Polymixia_loweiB;Betta_splendensA),1.96301,2.03531,11994,745.883,742.312,3.5707,0.129236,8319
(Polymixia_loweiB;Channa_striataA),2.14252,2.11385,12811.3,472.103,458.684,13.4196,2.00169,8319
(Polymixia_loweiB;Paralichthys_dentatusA),1.89066,1.89643,10294.2,62.4778,55.9703,6.50755,-1.63339,8316
(Polymixia_loweiB;Pleuronectes_platessa),1.43328,1.51288,7110.24,237.224,236.533,0.691831,-0.492472,8319
(Polymixia_loweiB;Pseudopleuronectes_amerA),2.1027,2.08607,12422.7,324.723,321.313,3.40937,1.03067,8319
(Polymixia_loweiB;Scophthalmus_aquosusA),1.63437,1.68116,8328.15,55.9273,53.505,2.42233,-1.21803,8322
(Polymixia_loweiB;Chilomycterus_schoepfiiA),2.1045,2.07979,12377.8,394.065,385.232,8.83347,0.099096,8316
(Polymixia_loweiB;Diodon_holocanthusA),2.0803,2.05715,12110.2,367.743,355.661,12.0816,0.96709,8313
(Polymixia_loweiB;Ostracion_cubicusA),2.39587,2.41898,16307.7,12.2571,12.089,0.1681,0.177797,8301
(Polymixia_loweiB;Lactophrys_triqueterA),2.1085,2.08725,12426.9,328.622,324.867,3.75526,0.525557,8301
(Polymixia_loweiB;Triacanthodes_anomalusA),2.12258,2.10213,12626.7,325.993,322.031,3.96226,0.772991,8319
(Polymixia_japonicaA;Chaunax_spA),2.46377,2.39113,15965.8,78.7323,74.8037,3.92858,1.55658,8313
(Polymixia_japonicaA;Gigantactis_vA),1.59932,1.65314,9012.27,1727.59,1724.43,3.15344,-0.622196,8292
(Polymixia_japonicaA;Lophius_amerA),2.40002,2.33243,15194.6,64.5669,59.3354,5.23145,0.633461,8319
(Polymixia_japonicaA;Lophius_gastrophysus),1.53689,1.6056,8826.13,1942.21,1941.07,1.13435,0.570251,8319
(Polymixia_japonicaA;Brotula_multibarbataA),2.29346,2.24477,14226.8,266.931,265.803,1.1287,-0.131367,8319
(Polymixia_japonicaA;Percopsis_omiscomaycusA),2.14812,2.12104,12945,543.267,528.564,14.7035,1.07121,8321
(Polymixia_japonicaA;Mugil_cephalusA),2.46258,2.39484,16010,55.6122,51.375,4.23722,1.00356,8319
(Polymixia_japonicaA;Mugil_curema),2.53475,2.4581,16846.7,12.1497,7.28881,4.86086,2.04746,8319
(Polymixia_japonicaA;Labidesthes_sicculusA),2.09701,2.06607,12366.2,542.866,538.994,3.87203,-0.35897,8319
(Polymixia_japonicaA;Atherinomorus_lacunosusA),2.24337,2.1994,13711.5,344.736,339.118,5.61767,1.07123,8310
(Polymixia_japonicaA;Melanotaenia_spC),1.99354,1.98986,11829,1025.92,1000.09,25.831,3.03044,8319
(Polymixia_japonicaA;Rheocles_wrightaeA),2.45997,2.38498,15922,63.6639,62.7238,0.940094,0.857046,8319
(Polymixia_japonicaA;Oryzias_latipes),2.40843,2.33294,15212.5,13.4366,12.9733,0.463241,-0.116672,8319
(Polymixia_japonicaA;Platybelone_argalaA),2.15658,2.12199,12904,504.898,495.55,9.34781,0.231419,8316
(Polymixia_japonicaA;Strongylura_marinaA),2.20543,2.16276,13315.6,400.28,389.483,10.7968,1.19759,8319
(Polymixia_japonicaA;Xenentodon_cancilaA),2.46076,2.3881,15964.6,33.6619,32.361,1.30096,0.470698,8319
(Polymixia_japonicaA;Cheilopogon_pinA),1.70358,1.74637,9786.01,1602.89,1602.46,0.426396,-0.710423,8325
(Polymixia_japonicaA;Cypselurus_melanurusA),1.6993,1.74241,9736.17,1565.68,1564.98,0.701403,-0.240651,8325
(Polymixia_japonicaA;Dermogenys_colletteiA),1.58356,1.62976,8683.01,1564.69,1563.12,1.57648,-0.791296,8319
(Polymixia_japonicaA;Arrhamphus_sclerolepisA),1.80839,1.83955,10567,1436.64,1431.23,5.4121,1.63625,8310
(Polymixia_japonicaA;Scomberesox_saurusA),1.73644,1.7715,9946.56,1477.18,1475.21,1.96939,1.35182,8316
(Polymixia_japonicaA;Fundulus_heteroclitus),2.01976,2.00497,11727,663.752,658.931,4.82023,0.591466,8316
(Polymixia_japonicaA;Lucania_goodeiA),1.76508,1.78892,9893.31,1228.73,1227.32,1.41127,0.550596,8322
(Polymixia_japonicaA;Gambusia_affinisA),2.39526,2.32425,15123,30.341,28.6335,1.70749,0.974493,8319
(Polymixia_japonicaA;Beryx_decadactylusA),2.14419,2.13919,13465.2,930.589,928.883,1.70606,-0.857206,8322
(Polymixia_japonicaA;Hoplostethus_atlanticusA),2.6488,2.5703,18385.1,7.46711,6.67026,0.79685,-0.0767471,8319
(Polymixia_japonicaA;Aulostomus_maculatusA),2.46557,2.39142,15977.5,63.9539,61.4641,2.48977,-0.997031,8313
(Polymixia_japonicaA;Aeoliscus_strigatusA),1.78421,1.81103,10253.4,1386.67,1383.29,3.37173,1.05863,8316
(Polymixia_japonicaA;Aulorhynchus_flavidusA),2.4831,2.41112,16210.2,25.9484,24.5435,1.40491,0.798781,8316
(Polymixia_japonicaA;Gasterosteus_acuC),2.46132,2.39098,15960.7,62.5229,52.7746,9.74834,0.937088,8316
(Polymixia_japonicaA;Macrognathus_siamensisA),2.2715,2.22437,14061.1,416.395,407.171,9.2236,1.53755,8319
(Polymixia_japonicaA;Monopterus_albusA),2.49164,2.4178,16351.5,79.9907,79.2896,0.701178,-0.0505854,8316
(Polymixia_japonicaA;Anoplopoma_fimbriaA),2.35317,2.29997,14871.9,231.278,224.437,6.84169,2.21121,8316
(Polymixia_japonicaA;Cottus_carolinaeA),2.257,2.21366,13890.2,333.923,327.979,5.94348,1.29998,8316
(Polymixia_japonicaA;Cyclopterus_lumpusA),2.51217,2.44083,16584.3,26.5903,22.9844,3.60591,0.141034,8307
(Polymixia_japonicaA;Hexagrammos_otakiiA),2.52168,2.44936,16711.2,21.9587,17.3965,4.56226,1.47477,8316
